,Speaker Party,Speaker,"('absatz', 'artikel')","('absatz', 'buchstab')","('absatz', 'bundesverfass')","('absatz', 'litera')","('absatz', 'streich')","('acht', 'kanton')","('ahv', 'iv')","('allgemein', 'teil')","('allgemein', 'volksinitiativ')","('antrag', 'artikel')","('antrag', 'kommission')","('antrag', 'kommissionsmehr')","('antrag', 'mehrheit')","('antrag', 'mind')","('antrag', 'plattn')","('antrag', 'stell')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('arme', 'xxi')","('artikel', 'absatz')","('artikel', 'or')","('ausdruck', 'gebracht')","('auseinand', 'gesetzt')","('auslanderinn', 'ausland')","('aussenpolit', 'kommission')","('beantragt', 'einstimm')","('beantragt', 'kommission')","('beantragt', 'stimm')","('beid', 'rat')","('beim', 'bund')","('beim', 'eintret')","('bereit', 'erwahnt')","('bereit', 'heut')","('beschluss', 'nationalrat')","('besteht', 'darin')","('betrag', 'million')","('betroff', 'person')","('bilateral', 'abkomm')","('bitt', 'antrag')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('botschaft', 'bundesrat')","('brunn', 'christian')","('buchstab', 'a')","('buchstab', 'b')","('buchstab', 'c')","('bund', 'kanton')","('bundesamt', 'auslanderfrag')","('bundesamt', 'fluchtling')","('bundesamt', 'justiz')","('bundesamt', 'polizei')","('bundesprasident', 'leuenberg')","('bundesrat', 'antrag')","('bundesrat', 'bereit')","('bundesrat', 'entwurf')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'losung')","('bundesrat', 'meinung')","('bundesrat', 'nationalrat')","('bundesrat', 'standerat')","('bundesrat', 'villig')","('bundesratin', 'dreifuss')","('corporat', 'governanc')","('cvpfraktion', 'antrag')","('cvpfraktion', 'beantragt')","('cvpfraktion', 'begrusst')","('cvpfraktion', 'bitt')","('cvpfraktion', 'eintret')","('cvpfraktion', 'lehnt')","('cvpfraktion', 'mehrheit')","('cvpfraktion', 'meinung')","('cvpfraktion', 'unterstutzt')","('d', 'h')","('dafur', 'empfehl')","('dafur', 'verstandnis')","('darauf', 'hingewies')","('darf', 'sag')","('darum', 'geht')","('davon', 'ausgeh')","('de', 'dardel')","('delegiert', 'minist')","('demograph', 'entwickl')","('deshalb', 'meinung')","('deshalb', 'muss')","('deshalb', 'richtig')","('direkt', 'bundessteu')","('diskussion', 'kommission')","('drei', 'jahr')","('einfuhr', 'tarmed')","('einseit', 'massnahm')","('einstimm', 'kommission')","('embryonal', 'stammzell')","('entscheid', 'fall')","('entscheid', 'gefallt')","('entsprech', 'antrag')","('entwurf', 'bundesrat')","('erneuerbar', 'energi')","('erst', 'lesung')","('erst', 'lini')","('erteil', 'rahmenbewill')","('etwa', 'million')","('europa', 'union')","('fassung', 'bundesrat')","('fassung', 'nationalrat')","('fdpfraktion', 'antrag')","('fdpfraktion', 'beantrag')","('fdpfraktion', 'begrusst')","('fdpfraktion', 'bitt')","('fdpfraktion', 'eintret')","('fdpfraktion', 'empfehl')","('fdpfraktion', 'empfiehlt')","('fdpfraktion', 'lehnt')","('fdpfraktion', 'mehrheit')","('fdpfraktion', 'steht')","('fdpfraktion', 'unterstutzt')","('fdpfraktion', 'vorlag')","('flankier', 'massnahm')","('flughaf', 'zurich')","('folg', 'geb')","('frag', 'herrn')","('frank', 'jahr')","('frank', 'mehr')","('frank', 'wenig')","('frau', 'beerli')","('frau', 'brunn')","('frau', 'fassl')","('frau', 'forst')","('frau', 'spoerry')","('freiwill', 'ahv')","('fried', 'sicherheitspolit')","('funf', 'jahr')","('ganz', 'einfach')","('ganz', 'klar')","('ganz', 'kurz')","('ganz', 'schweiz')","('ganz', 'wichtig')","('gefahr', 'straftat')","('gegeb', 'zeit')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemacht', 'word')","('gemass', 'artikel')","('gemass', 'bundesrat')","('gesagt', 'word')","('geschied', 'witw')","('gesetz', 'grundlag')","('gewiss', 'verstandnis')","('gross', 'mehrheit')","('grund', 'dafur')","('grund', 'weshalb')","('herr', 'brandli')","('herr', 'buttik')","('herr', 'david')","('herr', 'hofmann')","('herr', 'kolleg')","('herr', 'leuenberg')","('herr', 'maiss')","('herr', 'merz')","('herr', 'plattn')","('herr', 'reimann')","('herr', 'schluer')","('herr', 'schmid')","('herr', 'schweig')","('herr', 'stadl')","('herr', 'stahelin')","('herr', 'strahm')","('herrn', 'bundesprasident')","('herrn', 'david')","('herrn', 'kolleg')","('herrn', 'leuenberg')","('hess', 'han')","('heut', 'morg')","('initiativ', 'folg')","('inn', 'sich')","('ja', 'schon')","('jurist', 'person')","('kanton', 'gemeind')","('kanton', 'luz')","('kanton', 'uri')","('kanton', 'zurich')","('kenntnis', 'nehm')","('kinderlos', 'witw')","('klar', 'meinung')","('klein', 'kanton')","('kolleg', 'david')","('kolleg', 'leuenberg')","('kolleg', 'maiss')","('kolleg', 'plattn')","('kolleg', 'schmid')","('kommission', 'antrag')","('kommission', 'artikel')","('kommission', 'auffass')","('kommission', 'beantragt')","('kommission', 'bundesrat')","('kommission', 'folg')","('kommission', 'meinung')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'wurd')","('kommission', 'zuzustimm')","('konstruktiv', 'referendum')","('konsumentinn', 'konsument')","('kurz', 'bemerk')","('landlich', 'raum')","('lang', 'zeit')","('lasst', 'mitteil')","('letzt', 'mal')","('leutenegg', 'oberholz')","('litera', 'b')","('losung', 'find')","('mehr', 'benotigt')","('mehr', 'geld')","('mehrheit', 'bleib')","('mehrheit', 'cvpfraktion')","('mehrheit', 'fdpfraktion')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('meinung', 'bundesrat')","('meinung', 'kommission')","('meinung', 'mehrheit')","('meinung', 'sei')","('meinung', 'soll')","('mieterinn', 'miet')","('million', 'frank')","('mind', 'i')","('mind', 'ii')","('mind', 'kommission')","('minderheitsantrag', 'abzulehn')","('mitarbeiterinn', 'mitarbeit')","('mitteil', 'mehrheit')","('mocht', 'beliebt')","('mocht', 'daran')","('mocht', 'einfach')","('mocht', 'kurz')","('monist', 'syst')","('motion', 'postulat')","('motion', 'uberweis')","('nach', 'generation')","('nach', 'jahr')","('nam', 'bundesrat')","('nam', 'cvpfraktion')","('nam', 'fdpfraktion')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nation', 'uni')","('nationalrat', 'artikel')","('nationalrat', 'beschloss')","('nationalrat', 'bloch')","('nationalrat', 'folg')","('nationalrat', 'kommission')","('natur', 'person')","('neu', 'artikel')","('neu', 'auslandergesetz')","('neu', 'finanzausgleich')","('neu', 'steu')","('offent', 'verkehr')","('organisation', 'arbeitswelt')","('parlamentar', 'initiativ')","('pensionskass', 'bund')","('postulat', 'uberweis')","('pro', 'helvetia')","('pro', 'jahr')","('rechnung', 'getrag')","('rechnung', 'trag')","('richtig', 'richtung')","('rund', 'milliard')","('sag', 'bundesrat')","('sag', 'darf')","('schluss', 'gekomm')","('schmid', 'carlo')","('schon', 'erwahnt')","('schon', 'gesagt')","('schriftlich', 'bericht')","('schweizer', 'nationalbank')","('sech', 'jahr')","('seit', 'jahr')","('servic', 'public')","('sinkend', 'beitragsskala')","('sinn', 'bitt')","('spfraktion', 'bitt')","('spfraktion', 'mocht')","('spfraktion', 'unterstutzt')","('st', 'gall')","('staatspolit', 'kommission')","('standerat', 'folg')","('stell', 'fest')","('stellung', 'nehm')","('stimm', 'enthalt')","('strukturell', 'defizit')","('svpfraktion', 'antrag')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'empfiehlt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'stimmt')","('svpfraktion', 'unterstutzt')","('teil', 'meinung')","('uberzahl', 'embryon')","('uns', 'kommission')","('verdeckt', 'ermittl')","('verdeckt', 'ermittlungsperson')","('vergang', 'jahr')","('vier', 'jahr')","('volk', 'stand')","('vollig', 'klar')","('vorberat', 'kommission')","('vorlauf', 'aufnahm')","('vorstoss', 'motion')","('vorstoss', 'rahm')","('votum', 'herrn')","('werdend', 'leb')","('wirtschaft', 'leistungsfah')","('wurd', 'bereit')","('wurd', 'kommission')","('zehn', 'jahr')","('zuhand', 'materiali')","('zwanzig', 'jahr')","('zwei', 'drei')","('zwei', 'drittel')","('zweit', 'etapp')","('zweit', 'saul')"
49,FDP.Die Liberalen (FDP-Liberale),Dorle Vallender,8,2,4,26,1,5,0,10,8,0,2,1,10,24,0,0,3,0,0,73,0,1,1,7,0,2,1,5,12,1,0,1,1,3,2,0,0,0,6,10,0,2,12,0,0,0,3,0,6,3,0,2,0,1,0,4,1,1,2,1,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,7,5,2,0,0,0,0,0,3,1,1,0,0,4,0,3,0,0,7,3,0,0,0,1,1,2,0,3,3,8,4,1,1,0,8,2,2,2,2,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,13,6,3,1,20,3,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,6,1,0,3,0,1,1,6,0,0,0,10,0,0,0,0,0,2,2,1,13,3,1,7,25,11,1,2,10,0,0,0,0,0,0,1,19,0,0,0,0,0,3,7,30,0,3,1,2,4,0,0,0,2,7,16,1,0,1,0,0,0,0,1,0,5,1,0,1,0,0,18,1,0,0,0,0,0,0,1,0,2,4,3,5,0,0,0,41,0,0,0,3,2,0,0,0,0,1,0,0,1,4,0,0,2,2,0,0,0,0,0,0,20,3,6,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,57,17,0,2,11,0,2,0,0,0,1,0,3,0,2,3,4,1,2,1,0,0
50,FDP.Die Liberalen (FDP-Liberale),Duri Bezzola,1,2,0,0,0,0,0,0,0,0,2,2,3,21,0,0,0,0,0,13,0,1,1,0,1,0,1,0,1,1,0,4,3,0,1,1,1,0,9,0,7,3,11,1,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,3,0,0,1,1,0,0,5,1,2,0,1,2,0,0,1,0,0,0,0,5,0,0,6,0,0,0,2,0,1,0,0,6,0,0,0,0,5,0,2,0,4,6,2,0,0,1,2,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,8,1,5,1,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,1,0,0,1,4,20,0,1,2,2,1,0,0,0,32,11,8,3,6,0,0,0,4,0,2,0,1,1,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,28,11,0,1,1,0,0,0,2,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,3,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,0,0
51,FDP.Die Liberalen (FDP-Liberale),Edi Engelberger,9,8,0,0,2,0,1,0,1,0,1,1,5,44,0,1,1,0,56,39,0,1,3,0,2,0,0,4,11,1,2,3,2,0,1,1,0,0,10,0,1,3,9,0,0,1,3,2,5,0,0,1,0,2,4,0,2,2,2,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,1,0,0,0,3,0,2,0,11,2,3,4,1,1,0,0,1,3,4,1,8,4,0,0,8,0,1,1,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,3,1,4,0,8,1,1,0,1,4,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,5,3,0,0,5,0,0,0,1,0,2,6,0,0,0,0,0,5,2,3,6,3,3,0,0,7,0,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,28,0,15,0,0,0,0,0,0,45,11,4,4,6,2,0,0,2,1,0,0,4,1,1,0,0,0,26,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,0,3,0,2,0,2,2,1,0,0,5,0,1,6,0,0,0,1,0,0,1,0,0,0,0,20,2,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
52,FDP.Die Liberalen (FDP-Liberale),Erich Müller,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,5,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,3,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,1,2,7,1,0,3,0,0,0,7,2,0,0,4,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,8,0,1,0,0,1,0,0,0,40,7,3,0,1,2,0,0,0,0,0,0,1,3,1,5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
53,FDP.Die Liberalen (FDP-Liberale),Erika Forster-Vannini,10,27,2,9,5,0,1,1,1,3,25,3,19,12,0,2,6,2,0,125,0,1,15,0,1,2,5,7,4,1,3,4,13,23,2,3,1,6,24,1,5,7,12,3,1,13,15,7,15,1,1,1,0,1,1,9,9,10,9,0,4,3,2,1,5,1,0,0,0,0,0,0,0,0,0,29,0,1,16,0,2,2,0,0,6,7,0,3,1,5,4,0,0,18,0,2,3,1,24,24,1,9,9,5,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,2,1,1,9,1,0,0,9,0,0,10,3,2,14,1,0,0,0,24,1,1,1,30,11,3,0,6,1,3,2,6,1,2,4,0,18,1,2,0,0,1,0,2,1,2,3,0,1,1,0,1,4,1,2,0,1,0,10,0,0,0,3,0,4,0,3,0,4,0,0,3,8,0,18,4,14,17,1,20,9,11,0,8,10,0,6,0,10,1,2,2,0,1,0,0,0,6,33,0,9,8,20,5,0,0,0,62,6,5,4,1,0,0,4,0,3,7,2,4,17,0,3,0,0,0,10,0,0,0,10,6,0,12,8,1,5,0,1,2,0,0,21,0,10,0,4,12,14,3,3,0,1,0,0,2,1,0,1,4,5,6,0,9,0,0,0,34,1,1,0,14,26,1,0,0,0,0,0,0,0,0,0,1,3,14,0,0,4,9,1,0,10,0,0,0,1,1,0,7,1,11,6,5,3,2,0,4
54,FDP.Die Liberalen (FDP-Liberale),Fabio Abate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,FDP.Die Liberalen (FDP-Liberale),Felix Gutzwiller,1,12,0,0,0,0,0,0,0,7,7,2,15,28,0,1,5,2,0,23,1,2,1,0,1,1,2,0,1,1,2,1,0,0,1,0,2,3,6,0,14,9,7,1,0,4,2,2,5,0,0,2,0,0,1,0,1,3,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,5,7,5,2,0,0,2,0,0,0,1,5,0,0,3,11,0,0,0,5,0,3,1,0,0,0,1,0,0,3,0,4,2,1,1,0,1,0,0,0,2,0,12,0,0,0,0,0,0,0,0,1,0,0,10,1,34,16,6,7,0,0,18,6,5,0,4,3,6,0,7,0,2,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,6,0,2,5,4,0,0,6,3,0,14,0,0,0,0,0,0,1,0,0,2,3,5,3,3,2,1,0,0,0,0,0,2,0,0,1,1,2,0,1,9,0,1,19,22,0,3,0,2,1,1,0,0,41,7,4,0,6,0,0,3,4,2,4,2,2,5,0,2,0,0,17,6,0,1,0,0,1,0,0,0,2,6,0,2,1,0,0,23,0,4,0,5,2,1,6,2,0,4,1,0,7,5,0,0,2,5,0,0,2,0,0,0,0,0,5,0,1,7,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,15,0,1,8,3,2,7
56,FDP.Die Liberalen (FDP-Liberale),Franz Steinegger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
57,FDP.Die Liberalen (FDP-Liberale),Fritz Schiesser,7,40,5,5,5,0,2,64,0,2,36,7,25,28,10,9,7,0,2,123,0,4,5,0,5,7,17,3,18,8,1,6,5,42,5,11,1,0,21,1,6,10,4,6,0,8,6,13,18,0,0,5,0,1,2,2,3,12,2,0,0,10,1,6,1,5,0,0,0,0,0,0,0,0,0,27,0,0,27,4,12,15,0,0,1,0,0,0,43,5,10,0,0,2,1,9,3,10,15,0,4,3,0,21,28,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,4,0,7,0,13,5,0,2,3,0,0,16,12,67,25,2,6,0,1,41,24,23,8,7,4,4,0,15,2,3,7,15,4,3,36,2,32,3,9,3,5,3,0,3,4,2,2,0,5,24,19,3,2,19,3,0,0,2,11,6,1,2,14,0,0,0,14,4,13,8,10,7,2,15,54,8,14,1,8,4,7,6,0,0,21,0,3,0,6,18,0,2,5,1,4,0,0,23,39,0,6,0,0,0,0,0,0,182,10,6,5,6,1,0,0,4,6,10,0,10,10,1,7,0,0,0,7,0,0,0,9,38,1,28,5,3,2,0,6,2,0,0,12,1,16,0,12,9,22,2,4,0,0,1,8,1,5,7,0,2,2,5,0,1,0,0,0,1,4,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,6,15,1,0,3,9,8,0,15,0,9,0,18,0,9,3,7,16,4,0,9,3,1,7
58,FDP.Die Liberalen (FDP-Liberale),Fulvio Pelli,4,0,1,1,1,0,0,0,0,0,0,0,1,4,0,0,3,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,9,0,1,0,0,0,0,0,0,14,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,0,2
59,FDP.Die Liberalen (FDP-Liberale),Gabriele Gendotti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,FDP.Die Liberalen (FDP-Liberale),Georges Theiler,0,1,0,0,1,0,0,1,0,0,3,0,2,6,0,0,3,0,0,5,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,2,9,0,2,1,6,0,0,0,1,1,3,0,0,0,0,5,0,2,0,3,4,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,2,5,0,0,0,0,3,0,3,0,1,1,0,0,0,0,1,2,0,1,4,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,1,5,1,1,1,0,2,1,0,0,0,0,0,2,0,0,2,0,4,0,0,2,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,3,4,0,0,1,0,0,0,0,0,25,2,3,3,0,1,0,0,1,0,1,0,4,1,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,33,0,4,0,1,1,1,1,1,3,1,3,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,1,11,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,3,2,0,3,2,0,1,0
61,FDP.Die Liberalen (FDP-Liberale),Gerold Bührer,0,0,2,0,0,0,0,0,0,0,1,1,4,12,0,2,0,0,0,5,0,1,0,0,1,0,1,2,0,1,0,5,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,2,1,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,3,4,0,0,1,0,0,0,3,3,2,0,0,0,0,0,1,2,2,2,0,1,0,0,1,6,1,1,0,0,0,1,1,4,2,1,2,2,1,0,0,1,0,1,2,0,0,0,6,0,0,0,0,3,0,10,8,0,0,0,3,13,1,1,4,1,3,8,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,10,0,0,2,0,0,11,0,0,1,1,1,0,0,0,2,0,5,0,0,0,0,0,0,1,0,2,1,0,0,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,1,0,8,0,1,1,1,2,0,0,0,16,3,1,0,0,0,0,0,8,2,1,0,2,7,0,3,0,0,7,2,0,0,0,0,0,0,0,3,5,1,0,0,2,0,0,2,1,2,0,3,2,1,2,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,5,0,0,3,0,0,10,3,0,4
62,FDP.Die Liberalen (FDP-Liberale),Hans Fünfschilling,1,1,0,0,0,1,0,0,0,1,1,1,1,3,0,2,3,0,0,6,0,0,0,0,0,0,0,0,2,2,1,1,0,2,0,0,0,0,4,0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,9,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,3,0,0,0,1,0,0,1,1,11,1,3,0,0,0,4,1,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0
