,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'artikel')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'bundesrat')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('beantragt', 'ablehn')","('beantragt', 'annahm')","('beantragt', 'diskussion')","('beantragt', 'ebenfall')","('beantragt', 'einstimm')","('beantragt', 'kurz')","('beantragt', 'stimm')","('befriedigt', 'diskussion')","('beid', 'rat')","('bereit', 'erwahnt')","('bereit', 'heut')","('bericht', 'kommission')","('beruf', 'vorsorg')","('beschluss', 'nationalrat')","('big', 'to')","('bitt', 'bundesrat')","('bitt', 'dah')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('buchstab', 'a')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'befriedigt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesrat', 'parlament')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('cvpevpglpfraktion', 'bitt')","('cvpevpglpfraktion', 'unterstutzt')","('d', 'h')","('dah', 'find')","('dam', 'herr')","('dank', 'bundesrat')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenentwurf')","('direkt', 'gegenvorschlag')","('diskussion', 'beantragt')","('diskussion', 'einverstand')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('end', 'jahr')","('entwurf', 'bundesrat')","('erhalt', 'kommission')","('erneuerbar', 'energi')","('erst', 'lini')","('eth', 'zurich')","('etwa', 'million')","('europa', 'union')","('fakultativ', 'referendum')","('famili', 'kind')","('fdpliberal', 'fraktion')","('financial', 'stability')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'dien')","('frau', 'fetz')","('frau', 'forst')","('frau', 'kollegin')","('frau', 'meierschatz')","('frau', 'nationalratin')","('frau', 'sommaruga')","('freisinnigdemokrat', 'fraktion')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geht', 'frag')","('geltend', 'recht')","('gemass', 'artikel')","('gesagt', 'word')","('gross', 'zahl')","('grund', 'weshalb')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'buttik')","('herr', 'kolleg')","('herr', 'nationalrat')","('herr', 'spuhl')","('herr', 'stahelin')","('herr', 'standerat')","('herrn', 'bundesrat')","('herrn', 'kolleg')","('herrn', 'standerat')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('international', 'wahrungsfond')","('interpellant', 'schriftlich')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kolleg', 'david')","('kolleg', 'schweig')","('kommission', 'beantragt')","('kommission', 'erhalt')","('kommission', 'folg')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('kommission', 'verkehr')","('konsumentinn', 'konsument')","('lang', 'zeit')","('lasst', 'ausricht')","('letzt', 'bemerk')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'punkt')","('letzt', 'woch')","('leutenegg', 'oberholz')","('liegt', 'schriftlich')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mehrheit', 'zuzustimm')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('minderheitsantrag', 'abzulehn')","('mitglied', 'bundesrat')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nach', 'jahr')","('nam', 'cvpevpglpfraktion')","('nam', 'fdpfraktion')","('nam', 'fdpliberal')","('nam', 'kommission')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'beschloss')","('nationalrat', 'folg')","('natur', 'person')","('neu', 'unternehmenssteu')","('oberst', 'organ')","('offent', 'hand')","('offent', 'interess')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('produzier', 'landwirtschaft')","('rapp', 'pro')","('recht', 'gesagt')","('regional', 'erschopf')","('richterinn', 'richt')","('richtig', 'gesagt')","('roll', 'spiel')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schon', 'gesagt')","('schriftlich', 'antwort')","('schriftlich', 'bericht')","('schweiz', 'eu')","('schweiz', 'schul')","('schweizer', 'nationalbank')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicherheitspolit', 'kommission')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vergang', 'jahr')","('verkehr', 'fernmeldewes')","('vorberat', 'kommission')","('vorlag', 'einzutret')","('weshalb', 'bundesrat')","('wirtschaft', 'leistungsfah')","('worum', 'geht')","('wurd', 'kommission')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')","('zwingend', 'volkerrecht')"
70,FDP.Die Liberalen (FDP-Liberale),Peter Briner,0,0,0,0,1,5,0,2,1,3,7,0,4,7,0,1,1,0,0,0,4,1,1,0,3,0,0,0,0,2,3,1,0,0,0,0,1,4,3,1,2,0,5,0,0,2,0,0,3,0,0,5,0,3,2,0,1,3,2,0,4,0,0,0,1,0,1,1,2,0,5,0,1,8,2,1,0,1,0,1,1,0,5,0,6,0,8,0,0,0,1,1,0,11,2,5,0,1,1,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,2,1,0,0,2,3,2,0,0,2,5,0,3,0,1,0,0,2,0,0,7,1,0,1,0,0,2,0,1,2,0,0,0,9,12,0,0,1,0,4,0,1,0,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,5,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,0,1,2,0,0,2,0,18,1,2,0
71,FDP.Die Liberalen (FDP-Liberale),Peter Flück,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,FDP.Die Liberalen (FDP-Liberale),Peter Malama,0,0,1,0,1,1,1,3,5,22,1,0,2,8,0,2,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,1,0,11,1,12,0,10,1,0,1,0,2,0,0,11,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,5,0,0,0,11,0,5,3,3,0,1,0,2,47,0,0,2,0,0,1,1,4,0,0,0,3,0,0,0,1,0,0,7,0,0,1,0,0,1,0,4,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,2,2,3,0,0,3,0,6,0,0,0,0,0,0,0,6,1,0,1,0,0,3,0,7,18,0,0,0,6,13,1,10,12,4,0,0,0,1,1,1,0,0,15,5,0,0,0,0,1,0,0,4,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,5,0,0,1,0,7,4,0,0
73,FDP.Die Liberalen (FDP-Liberale),Philipp Müller,0,7,18,1,0,1,7,4,6,50,1,5,5,56,0,0,0,1,0,1,0,0,8,0,7,1,3,0,0,2,11,0,8,1,4,10,7,4,2,0,2,0,1,3,0,5,0,0,6,0,1,0,1,8,8,0,0,3,0,2,9,0,0,6,2,2,0,6,1,0,1,0,2,3,15,1,20,0,0,10,3,0,5,0,7,0,0,0,3,1,0,0,1,11,4,22,4,19,15,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,6,3,0,0,5,1,2,5,10,1,2,0,0,0,10,0,3,0,25,0,0,2,0,2,8,1,0,3,40,0,3,2,13,8,0,2,3,11,14,0,10,10,8,0,7,0,1,3,0,0,1,6,5,0,0,1,0,3,1,0,2,0,0,38,0,1,0,9,0,0,0,3,0,0,2,2,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,69,0,0,0,0,0,0,0,0,11,11,2,0,1,0,2,0,5,9,0,3,4,7,5,8,1,9
74,FDP.Die Liberalen (FDP-Liberale),Pierre Triponez,0,4,6,0,1,0,1,2,7,18,1,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,5,2,1,2,0,5,0,0,0,0,2,0,0,3,0,0,0,5,1,0,1,2,0,0,0,0,0,0,8,0,0,0,16,0,0,2,0,2,0,0,0,40,0,2,7,1,0,0,0,0,0,0,0,9,0,0,0,0,8,0,4,1,12,1,2,0,6,1,8,0,2,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,6,3,2,2,0,0,2,0,3,0,1,0,0,1,0,0,2,6,0,0,0,0,5,0,8,14,0,4,0,2,12,2,15,8,1,0,1,2,1,0,1,0,6,12,0,0,0,1,0,1,0,0,0,0,0,13,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,9,0,0,2,1,2,3,1,0
75,FDP.Die Liberalen (FDP-Liberale),Raphaël Comte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,FDP.Die Liberalen (FDP-Liberale),Rolf Büttiker,5,1,13,1,14,7,13,8,8,14,37,0,2,59,0,2,1,1,0,0,1,0,3,0,6,3,8,5,7,11,0,2,2,4,2,2,9,15,5,1,6,14,7,5,0,9,0,0,5,0,1,11,3,10,4,2,11,4,6,2,23,0,0,5,3,18,9,10,1,20,8,1,2,0,3,7,0,0,2,10,18,0,7,11,60,24,15,6,0,0,0,10,0,21,10,13,2,4,24,10,2,1,9,89,0,1,0,0,3,3,9,0,0,0,4,2,3,0,0,4,7,0,0,6,10,5,1,0,0,7,0,5,3,7,4,2,22,0,1,15,4,4,6,0,0,6,2,2,5,0,6,1,27,99,3,2,0,0,1,2,4,4,10,7,0,0,0,2,0,0,1,3,0,0,0,4,2,2,30,2,0,0,22,2,8,3,0,0,3,1,0,11,3,2,1,0,3,1,1,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,1,4,1,2,5,0,39,7,18,2
77,FDP.Die Liberalen (FDP-Liberale),Rolf Schweiger,1,5,1,4,1,13,2,8,11,18,3,0,48,31,0,3,0,2,0,0,2,0,0,0,7,1,1,2,0,3,4,0,0,5,0,0,0,12,2,0,1,0,3,2,1,2,0,0,3,0,0,1,1,14,3,7,5,6,0,0,0,0,0,6,2,1,2,12,0,15,4,2,5,1,0,0,0,0,2,18,27,0,35,2,10,5,14,0,8,0,0,11,0,14,3,15,4,0,3,4,4,0,1,8,1,35,4,0,3,1,3,22,1,28,20,3,3,0,0,8,2,1,11,17,4,14,6,11,0,7,0,1,28,4,2,0,8,0,0,11,0,5,3,0,0,18,2,2,12,0,4,0,70,101,0,4,4,0,0,0,0,8,11,6,0,0,0,4,0,0,10,2,18,0,4,2,16,11,7,0,1,0,35,0,7,1,7,1,6,33,16,4,0,3,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,0,0,0,0,0,0,0,0,4,4,16,0,0,0,1,2,2,9,0,2,8,3,33,6,7,0
78,FDP.Die Liberalen (FDP-Liberale),Ruedi Noser,0,0,3,0,0,0,0,0,5,5,0,0,4,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,4,0,2,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,2,4,3,0,0,0,0,0,0,0,1,0,0,1,6,0,0,7,0,1,1,0,0,3,0,0,1,9,0,0,0,2,0,0,0,0,0,0,0,2,4,4,8,0,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,6,4,0,1,0,1,17,0,1,0,1,0,2,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,1,1,15,3,2,0
79,FDP.Die Liberalen (FDP-Liberale),Tarzisius Caviezel,0,0,1,2,0,0,0,0,0,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,5,22,0,3,2,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,0,1,4,0,0
80,FDP.Die Liberalen (FDP-Liberale),Walter Müller,2,2,0,0,0,5,1,1,3,12,0,1,0,8,0,1,0,4,0,0,0,0,3,0,2,1,4,0,0,2,0,0,1,2,4,3,1,2,10,0,0,0,3,0,1,2,0,0,4,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,2,1,0,1,10,0,0,41,0,12,3,2,0,3,3,10,0,0,0,5,0,0,0,7,9,1,3,0,0,4,3,0,1,0,2,0,12,0,0,0,0,0,0,0,0,1,1,0,1,0,2,4,2,0,0,4,6,4,0,0,8,0,2,0,2,0,0,2,0,0,7,0,1,0,0,0,0,5,4,12,0,6,0,7,59,1,4,1,4,0,0,2,1,4,2,0,0,0,4,0,0,0,0,1,0,0,1,1,0,9,0,0,0,7,3,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,4,7,1,0,0
81,FDP.Die Liberalen (FDP-Liberale),Werner Messmer,0,1,2,4,1,0,0,0,3,7,0,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,1,5,1,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,5,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,5,4,1,1,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,0,1,0,0,0,0,2,4,0,5,0,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,5,1,1,0
82,Schweizerische Volkspartei (SVP),Adrian Amstutz,1,0,0,0,0,0,0,0,2,4,0,0,1,4,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,2,4,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,1,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,8,0,0,3,0,4,1,0,0,6,0,0,0,0,3,1,1,0,0,1,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,1,2,9,0,1,2,0,0,0,1,3,4,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,6,0,2,0,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,1,0
83,Schweizerische Volkspartei (SVP),Alex Kuprecht,1,8,13,1,0,3,3,4,5,13,11,3,3,43,0,11,1,0,0,2,2,0,3,0,10,16,17,0,8,6,2,2,0,50,2,1,8,8,0,0,1,0,4,1,0,3,0,0,1,0,0,1,3,11,3,3,10,0,1,0,0,0,0,8,3,2,4,4,0,0,0,2,13,1,1,0,0,0,0,15,1,0,9,0,6,0,2,0,6,0,1,0,0,3,7,17,4,7,20,0,0,0,2,12,0,9,2,0,2,0,2,0,0,0,1,2,1,0,0,2,2,4,0,2,7,1,1,0,0,10,0,4,0,6,0,1,6,0,0,13,2,2,4,0,0,2,3,9,4,0,7,0,57,62,0,7,9,5,0,1,2,8,12,10,0,0,0,15,0,0,0,6,1,0,3,2,0,1,29,2,0,0,10,0,1,1,0,0,1,2,23,0,0,1,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,2,2,11,0,0,0,13,0,6,11,0,1,1,3,10,7,9,0
84,Schweizerische Volkspartei (SVP),Alfred Heer,0,0,0,1,0,0,0,2,0,6,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,9,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,3,0,0,0,1,18,4,0,0,0,2,8,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,25,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,11,2,0,1,1,0,0,1,0,2,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,2,17,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,2,0,0,1,0,0
85,Schweizerische Volkspartei (SVP),Andrea Martina Geissbühler,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
86,Schweizerische Volkspartei (SVP),Andreas Aebi,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,3,0,0,0,0,5,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,0,0,5,0,2,4,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,6,0,2,0
87,Schweizerische Volkspartei (SVP),André Bugnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Schweizerische Volkspartei (SVP),Bruno Zuppiger,0,0,0,1,0,0,1,1,2,3,0,0,1,1,0,2,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,1,1,0,0,1,1,2,2,0,0,0,4,0,1,5,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,2,0,3,0,1,0,0,0,0,8,0,0,1,0,3,0,0,0,1,0,0,0,0,4,0,2,0,1,1,0,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,0,2,1,0,1,1,1,4,0,0,0,21,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,1,0,0,0,0,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,2,0,1,3,1,0
89,Schweizerische Volkspartei (SVP),Caspar Baader,1,2,1,4,0,1,1,2,10,13,1,1,1,27,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,5,4,1,2,23,4,3,0,3,0,0,0,0,3,0,0,5,0,0,10,0,4,0,0,1,0,3,11,6,3,0,6,0,0,10,1,0,2,1,0,1,0,0,0,0,5,1,1,0,0,9,1,0,3,3,9,0,0,0,0,6,0,1,1,5,1,20,4,5,5,1,0,0,4,5,0,3,0,0,0,0,1,0,0,0,7,8,1,1,0,1,3,3,17,0,0,0,4,0,0,1,0,0,6,0,0,1,4,0,0,2,1,1,2,5,0,0,0,7,10,1,3,3,22,16,2,5,8,0,1,0,0,0,2,0,0,0,0,0,0,8,1,0,2,20,0,1,1,0,20,0,0,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,2,0,0,0,1,4,4,2,2,1,0,0,0,1,4,0,1,1,0,3,6,1,0
