,Phrase,Counts
802,"('wirtschaft', 'leistungsfah')",113
803,"('frag', 'geht')",113
804,"('schweiz', 'gibt')",113
805,"('bundesrat', 'deshalb')",112
806,"('kommission', 'entschied')",112
807,"('seit', 'jahrzehnt')",112
808,"('geltend', 'gemacht')",112
809,"('bitt', 'kommissionsmehr')",112
810,"('jahr', 'neu')",112
811,"('jetzig', 'zeitpunkt')",112
812,"('darauf', 'verzicht')",112
813,"('vertret', 'mind')",112
814,"('muss', 'bewusst')",112
815,"('heut', 'moglich')",112
816,"('polit', 'recht')",112
817,"('million', 'mensch')",112
818,"('ganz', 'herzlich')",112
819,"('vorhin', 'erwahnt')",111
820,"('zuhand', 'materiali')",111
821,"('land', 'schweiz')",111
822,"('frag', 'bundesrat')",111
823,"('darauf', 'hinzuweis')",111
824,"('dringend', 'notwend')",111
825,"('sag', 'ganz')",111
826,"('nam', 'kommissionsmehr')",110
827,"('beid', 'vorlag')",110
828,"('frag', 'stellt')",110
829,"('schweiz', 'mehr')",110
830,"('zwei', 'grund')",110
831,"('bess', 'losung')",110
832,"('deshalb', 'muss')",110
833,"('kompetenz', 'kanton')",110
834,"('unterstutz', 'mehrheit')",110
835,"('kommission', 'unterstutz')",110
836,"('wurd', 'letzt')",110
837,"('rapp', 'pro')",110
838,"('mehrheit', 'find')",110
839,"('abgelehnt', 'wurd')",110
840,"('heut', 'prozent')",110
841,"('kanton', 'thurgau')",110
842,"('artikel', 'ziff')",109
843,"('zwolf', 'jahr')",109
844,"('sach', 'kanton')",109
845,"('klarheit', 'schaff')",109
846,"('probl', 'los')",109
847,"('jung', 'leut')",109
848,"('fassung', 'nationalrat')",109
849,"('grun', 'wirtschaft')",109
850,"('kritisch', 'infrastruktur')",109
851,"('besteht', 'darin')",109
852,"('wichtig', 'beitrag')",109
853,"('kolleg', 'mind')",109
854,"('leib', 'leb')",108
855,"('eben', 'mehr')",108
856,"('verstandnis', 'dafur')",108
857,"('bundesrat', 'empfiehlt')",108
858,"('fassung', 'standerat')",108
859,"('braucht', 'mehr')",108
860,"('richterinn', 'richt')",108
861,"('war', 'moglich')",108
862,"('davon', 'betroff')",108
863,"('drei', 'vier')",108
864,"('alt', 'arbeitnehm')",108
865,"('bundesrat', 'lehnt')",108
866,"('postulat', 'abzulehn')",108
867,"('bundesratin', 'leuthard')",108
868,"('international', 'verpflicht')",108
869,"('entscheid', 'fiel')",107
870,"('wenig', 'jahr')",107
871,"('beschloss', 'wurd')",107
872,"('bundesrat', 'entsprech')",107
873,"('ernst', 'genomm')",107
874,"('besteh', 'gesetz')",107
875,"('schluss', 'komm')",107
876,"('schon', 'mehrmal')",107
877,"('gemass', 'entwurf')",107
878,"('bereit', 'besteh')",107
879,"('uns', 'bundesverfass')",107
880,"('bereit', 'jahr')",107
881,"('viel', 'bereich')",107
882,"('folgend', 'sag')",107
883,"('aufgenomm', 'word')",107
884,"('genau', 'gegenteil')",106
885,"('wurd', 'vorhin')",106
886,"('erst', 'recht')",106
887,"('kommission', 'beschloss')",106
888,"('motion', 'zuzustimm')",106
889,"('dafur', 'braucht')",106
890,"('inn', 'sich')",106
891,"('geht', 'artikel')",106
892,"('einzutret', 'zuzustimm')",106
893,"('einfach', 'mehr')",106
894,"('bilateral', 'i')",106
895,"('standort', 'schweiz')",106
896,"('pro', 'kopf')",106
897,"('gross', 'schad')",106
898,"('fiel', 'stimm')",105
899,"('beid', 'initiativ')",105
900,"('wurd', 'damal')",105
901,"('word', 'sei')",105
902,"('mehr', 'sich')",105
903,"('letzt', 'monat')",105
904,"('sprech', 'komm')",105
905,"('schlagt', 'bundesrat')",105
906,"('geht', 'heut')",105
907,"('heut', 'sag')",105
908,"('durchaus', 'sinn')",105
909,"('artikel', 'mind')",105
910,"('kommission', 'schlagt')",105
911,"('bitt', 'unterstutz')",104
912,"('recht', 'pflicht')",104
913,"('gemacht', 'word')",104
914,"('davon', 'ausgegang')",104
915,"('block', 'geht')",104
916,"('wiss', 'darum')",104
917,"('frank', 'jahrlich')",104
918,"('wenig', 'weit')",104
919,"('ja', 'gar')",104
920,"('motion', 'eingereicht')",104
921,"('alt', 'mensch')",104
922,"('war', 'gut')",104
923,"('schweiz', 'gut')",104
924,"('gross', 'unternehm')",104
925,"('motion', 'mocht')",104
926,"('ja', 'herr')",104
927,"('frank', 'betrag')",104
928,"('kolleg', 'nos')",104
929,"('artikel', 'parlamentsgesetz')",103
930,"('beantragt', 'ablehn')",103
931,"('stimm', 'angenomm')",103
932,"('auftrag', 'geb')",103
933,"('vorhin', 'schon')",103
934,"('stimm', 'antrag')",103
935,"('ehrlich', 'sag')",103
936,"('land', 'welt')",103
937,"('direkt', 'indirekt')",103
938,"('besteht', 'gefahr')",103
939,"('geht', 'ganz')",103
940,"('schweiz', 'land')",102
941,"('wurd', 'imm')",102
942,"('international', 'vertrag')",102
943,"('moglich', 'wenig')",102
944,"('darauf', 'zuruck')",102
945,"('schon', 'erwahnt')",102
946,"('sprech', 'mind')",102
947,"('zweit', 'mal')",102
948,"('motion', 'angenomm')",102
949,"('absatz', 'streich')",102
950,"('umsetz', 'artikel')",102
951,"('gross', 'interess')",102
952,"('viel', 'frag')",102
953,"('jahr', 'bereit')",102
954,"('folg', 'mind')",102
955,"('bitt', 'kommission')",101
956,"('stadt', 'zurich')",101
957,"('buchstab', 'f')",101
958,"('bundesrat', 'unterstutzt')",101
959,"('gibt', 'eben')",101
960,"('wurd', 'antrag')",101
961,"('letzt', 'tag')",101
962,"('artikel', 'streich')",101
963,"('zusatz', 'stell')",101
964,"('zusammenarbeit', 'kanton')",101
965,"('nationalrat', 'stimm')",101
966,"('betrifft', 'artikel')",101
967,"('annahm', 'postulat')",101
968,"('minderheitsantrag', 'zuzustimm')",101
969,"('unterstutz', 'minderheitsantrag')",101
970,"('vierzig', 'jahr')",101
971,"('liegt', 'darin')",100
972,"('beruf', 'famili')",100
973,"('national', 'bedeut')",100
974,"('nam', 'spfraktion')",100
975,"('erst', 'lesung')",100
976,"('swiss', 'finish')",100
977,"('reform', 'altersvorsorg')",100
978,"('mocht', 'ganz')",100
979,"('ausland', 'schweiz')",100
980,"('enthalt', 'beschloss')",100
981,"('geht', 'namlich')",100
982,"('muss', 'frag')",100
983,"('beispiel', 'dafur')",100
984,"('beantwort', 'frag')",100
985,"('moglich', 'viel')",100
986,"('konzept', 'bundesrat')",100
987,"('erst', 'jahr')",100
988,"('gern', 'bereit')",100
989,"('senkung', 'umwandlungssatz')",100
990,"('zwolf', 'monat')",100
991,"('stimmburgerinn', 'stimmburg')",99
992,"('schon', 'mehrfach')",99
993,"('geschaft', 'einzutret')",99
994,"('aufmerksam', 'gemacht')",99
995,"('bundesrat', 'jahr')",99
996,"('muss', 'kanton')",99
997,"('nam', 'mehrheit')",99
998,"('wurd', 'frag')",99
999,"('abgelehnt', 'word')",99
1000,"('eigent', 'gut')",99
1001,"('deshalb', 'unterstutz')",99
1002,"('uberall', 'mehrheit')",99
1003,"('erst', 'frag')",99
1004,"('deshalb', 'braucht')",99
1005,"('sagt', 'ja')",99
1006,"('richtig', 'ort')",99
1007,"('darum', 'geh')",99
1008,"('weit', 'geh')",99
1009,"('bilateral', 'abkomm')",99
1010,"('frank', 'kurz')",99
1011,"('gross', 'problem')",98
1012,"('bundesrat', 'moglich')",98
1013,"('beim', 'geltend')",98
1014,"('recht', 'bleib')",98
1015,"('seit', 'januar')",98
1016,"('bundesrat', 'ablehn')",98
1017,"('kanton', 'bereit')",98
1018,"('rot', 'lini')",98
1019,"('umsetz', 'motion')",98
1020,"('zusatz', 'massnahm')",98
1021,"('gross', 'unterschied')",98
1022,"('seit', 'einfuhr')",98
1023,"('einvernehm', 'losung')",98
1024,"('problem', 'los')",98
1025,"('heut', 'geht')",98
1026,"('ja', 'ganz')",97
1027,"('ganz', 'gross')",97
1028,"('bericht', 'erstatt')",97
1029,"('rechnung', 'tragt')",97
1030,"('beispiel', 'kanton')",97
1031,"('kanton', 'luz')",97
1032,"('bundesrat', 'klar')",97
1033,"('stell', 'frag')",97
1034,"('erleichtert', 'einburger')",97
1035,"('tun', 'muss')",97
1036,"('bundesrat', 'postulat')",97
1037,"('zentral', 'punkt')",97
1038,"('einfluss', 'nehm')",97
1039,"('gesagt', 'ja')",97
1040,"('kommission', 'klar')",97
1041,"('gemass', 'mehrheit')",97
1042,"('mind', 'pardini')",97
1043,"('mocht', 'zwei')",97
1044,"('deshalb', 'mocht')",97
1045,"('schon', 'gehort')",97
1046,"('umsetz', 'initiativ')",97
1047,"('wichtig', 'wiss')",96
1048,"('eidgenoss', 'rat')",96
1049,"('stellungnahm', 'motion')",96
1050,"('frag', 'frau')",96
1051,"('mehrheit', 'zuzustimm')",96
1052,"('heut', 'berat')",96
1053,"('rechtsfrag', 'nationalrat')",96
1054,"('verschied', 'massnahm')",96
1055,"('antrag', 'stimm')",96
1056,"('zwei', 'woch')",96
1057,"('kommission', 'lehnt')",96
1058,"('massnahm', 'ergriff')",96
1059,"('carobbio', 'guscetti')",96
1060,"('rickli', 'natali')",95
1061,"('ja', 'bekannt')",95
1062,"('haltung', 'bundesrat')",95
1063,"('gesagt', 'geht')",95
1064,"('ja', 'bundesrat')",95
1065,"('zukunft', 'mehr')",95
1066,"('kolleg', 'cram')",95
1067,"('hilf', 'ort')",95
1068,"('gesetz', 'vorgab')",95
1069,"('deshalb', 'mehrheit')",95
1070,"('schweiz', 'gross')",95
1071,"('beantragt', 'deshalb')",95
1072,"('grundlag', 'schaff')",95
1073,"('gestellt', 'wurd')",95
1074,"('wichtig', 'thema')",95
1075,"('systemrelevant', 'bank')",95
1076,"('person', 'schweiz')",95
1077,"('bitt', 'wirklich')",95
1078,"('institutionell', 'rahmenabkomm')",95
1079,"('tur', 'tor')",95
1080,"('gar', 'nie')",95
1081,"('mehr', 'tun')",95
1082,"('heut', 'besteh')",95
1083,"('schon', 'bissch')",95
1084,"('schweizer', 'recht')",95
1085,"('musst', 'ja')",95
1086,"('gibt', 'schweiz')",94
1087,"('ganz', 'offensicht')",94
1088,"('scheint', 'wichtig')",94
1089,"('war', 'falsch')",94
1090,"('muss', 'imm')",94
1091,"('gesetz', 'verankert')",94
1092,"('kommission', 'ansicht')",94
1093,"('ziel', 'bundesrat')",94
1094,"('ein', 'ein')",94
1095,"('bestimm', 'artikel')",94
1096,"('geht', 'mehr')",94
1097,"('bundesrat', 'mind')",94
1098,"('kolleg', 'engl')",94
1099,"('schon', 'beim')",94
1100,"('ausdruck', 'bring')",94
1101,"('zuhand', 'amtlich')",94
1102,"('dah', 'bitt')",94
1103,"('einzeln', 'kanton')",94
1104,"('gentechn', 'verandert')",94
1105,"('finanzkommission', 'nationalrat')",94
1106,"('direkt', 'gegenentwurf')",94
1107,"('angehor', 'arme')",93
1108,"('vereinbar', 'beruf')",93
1109,"('einstimm', 'kommission')",93
1110,"('muss', 'wiss')",93
1111,"('gewiss', 'zeit')",93
1112,"('letzt', 'wort')",93
1113,"('seit', 'mehr')",93
1114,"('stuck', 'weit')",93
1115,"('unterstutz', 'artikel')",93
1116,"('viel', 'land')",93
1117,"('wirklich', 'gut')",93
1118,"('beid', 'standesinitiativ')",93
1119,"('gesetz', 'geregelt')",93
1120,"('klar', 'sag')",93
1121,"('beim', 'entwurf')",93
1122,"('nehm', 'muss')",93
1123,"('schweiz', 'heut')",93
1124,"('dam', 'herr')",93
1125,"('aufgab', 'bund')",93
1126,"('mehr', 'mittel')",93
1127,"('konzept', 'mehrheit')",93
1128,"('vereinbar', 'famili')",93
1129,"('neu', 'kampfflugzeug')",92
1130,"('prozent', 'schweiz')",92
1131,"('ja', 'genau')",92
1132,"('link', 'recht')",92
1133,"('recht', 'darauf')",92
1134,"('beim', 'thema')",92
1135,"('dafur', 'einsetz')",92
1136,"('nationalrat', 'bundesrat')",92
1137,"('richtig', 'wichtig')",92
1138,"('darub', 'entscheid')",92
1139,"('verschied', 'bereich')",92
1140,"('schwarz', 'list')",92
1141,"('berat', 'vorlag')",92
1142,"('privat', 'unternehm')",92
1143,"('losung', 'bundesrat')",92
1144,"('bundesamt', 'sozialversicher')",92
1145,"('eingereicht', 'word')",92
1146,"('steuer', 'zuwander')",92
1147,"('geht', 'wirklich')",91
1148,"('vernehmlass', 'geschickt')",91
1149,"('artikel', 'zgb')",91
1150,"('zusatz', 'kost')",91
1151,"('zusatz', 'mittel')",91
1152,"('klein', 'schritt')",91
1153,"('motion', 'geht')",91
1154,"('deshalb', 'meinung')",91
1155,"('wichtig', 'grund')",91
1156,"('hoh', 'einkomm')",91
1157,"('gibt', 'schon')",91
1158,"('international', 'eben')",91
1159,"('frank', 'kost')",91
1160,"('schweiz', 'holz')",91
1161,"('hundert', 'prozent')",91
1162,"('gesetz', 'verordn')",91
1163,"('tut', 'leid')",91
1164,"('schon', 'fruh')",91
1165,"('mehr', 'zeit')",91
1166,"('konkret', 'fall')",91
1167,"('komm', 'sag')",91
1168,"('kanton', 'waadt')",91
1169,"('weit', 'geht')",91
1170,"('frank', 'beim')",91
1171,"('sag', 'mal')",91
1172,"('eigent', 'gar')",91
1173,"('deshalb', 'beantragt')",90
1174,"('klar', 'geregelt')",90
1175,"('lehn', 'antrag')",90
1176,"('hoh', 'preis')",90
1177,"('ahv', 'plus')",90
1178,"('gemass', 'mind')",90
1179,"('dritt', 'generation')",90
1180,"('auftrag', 'bundesrat')",90
1181,"('fluchtling', 'vorlauf')",90
1182,"('wurd', 'schweiz')",90
1183,"('version', 'standerat')",90
1184,"('stimm', 'beschloss')",90
1185,"('weit', 'moglich')",90
1186,"('vorlag', 'heut')",90
1187,"('bundesrat', 'neu')",90
1188,"('folgend', 'frag')",90
1189,"('institutionell', 'abkomm')",90
1190,"('natur', 'ressourc')",90
1191,"('richtung', 'geht')",89
1192,"('zweit', 'teil')",89
1193,"('lang', 'diskussion')",89
1194,"('bisher', 'praxis')",89
1195,"('jahrlich', 'million')",89
1196,"('beantragt', 'annahm')",89
1197,"('mind', 'jan')",89
1198,"('fluckig', 'sylvia')",89
1199,"('klar', 'deutlich')",89
1200,"('glaub', 'muss')",89
1201,"('landlich', 'raum')",89
1202,"('einfuhr', 'neu')",89
1203,"('bundesrat', 'annahm')",89
1204,"('einfach', 'frag')",89
1205,"('stadt', 'bern')",89
1206,"('kommt', 'schluss')",89
1207,"('ja', 'moglich')",89
1208,"('link', 'seit')",89
1209,"('wiss', 'genau')",89
1210,"('buchstab', 'e')",89
1211,"('bitt', 'tun')",89
1212,"('neu', 'verfassungsartikel')",89
1213,"('national', 'interess')",89
1214,"('gestellt', 'word')",89
1215,"('teil', 'auffass')",89
1216,"('hochstzahl', 'kontingent')",89
1217,"('bundesrat', 'weit')",89
1218,"('direkt', 'gegenvorschlag')",89
1219,"('frank', 'zusatz')",88
1220,"('entscheid', 'gefallt')",88
1221,"('uns', 'bevolker')",88
1222,"('bitt', 'sinn')",88
1223,"('privat', 'anbiet')",88
1224,"('wurd', 'erst')",88
1225,"('besond', 'wichtig')",88
1226,"('zentral', 'bedeut')",88
1227,"('gross', 'aufwand')",88
1228,"('fass', 'zusamm')",88
1229,"('version', 'bundesrat')",88
1230,"('prozent', 'jahr')",88
1231,"('heutig', 'zeit')",88
1232,"('dafur', 'gibt')",88
1233,"('einheit', 'materi')",88
1234,"('wurd', 'nationalrat')",88
1235,"('letzt', 'zwei')",88
1236,"('anspruch', 'nehm')",88
1237,"('hoh', 'beitrag')",88
1238,"('kommission', 'bitt')",88
1239,"('frag', 'klar')",88
1240,"('halt', 'eben')",88
1241,"('ambulant', 'bereich')",88
1242,"('erst', 'saul')",88
1243,"('paris', 'abkomm')",88
1244,"('subsidiar', 'verfassungsbeschwerd')",88
1245,"('sich', 'gesund')",87
1246,"('mehr', 'bezahl')",87
1247,"('schweiz', 'seit')",87
1248,"('eigent', 'imm')",87
1249,"('intensiv', 'diskutiert')",87
1250,"('schon', 'jahr')",87
1251,"('mensch', 'schweiz')",87
1252,"('soft', 'law')",87
1253,"('steu', 'bezahl')",87
1254,"('ganz', 'zentral')",87
1255,"('vertret', 'kanton')",87
1256,"('falsch', 'ort')",87
1257,"('bitt', 'beid')",87
1258,"('kanton', 'st')",87
1259,"('jahr', 'stark')",87
1260,"('wirtschaft', 'entwickl')",87
1261,"('jung', 'erwachs')",87
1262,"('enthalt', 'motion')",87
1263,"('teil', 'davon')",87
1264,"('famili', 'beruf')",87
1265,"('mind', 'bundesrat')",86
1266,"('muss', 'sag')",86
1267,"('gibt', 'weit')",86
1268,"('kommissionsmehr', 'zuzustimm')",86
1269,"('standerat', 'motion')",86
1270,"('kolleg', 'glattli')",86
1271,"('wesent', 'punkt')",86
1272,"('weit', 'vorgeh')",86
1273,"('mey', 'mattea')",86
1274,"('wichtig', 'schweiz')",86
1275,"('indirekt', 'gegenentwurf')",86
1276,"('erfull', 'postulat')",85
1277,"('zentral', 'frag')",85
1278,"('ja', 'sogar')",85
1279,"('funfzig', 'jahr')",85
1280,"('hoh', 'betrag')",85
1281,"('gibt', 'natur')",85
1282,"('international', 'tatig')",85
1283,"('muss', 'deshalb')",85
1284,"('schon', 'mal')",85
1285,"('unterstutz', 'deshalb')",85
1286,"('minderheitsantrag', 'ab')",85
1287,"('sag', 'herr')",85
1288,"('daran', 'interessiert')",85
1289,"('sexuell', 'orientier')",85
1290,"('mocht', 'eigent')",85
1291,"('sag', 'darf')",85
1292,"('frag', 'ja')",85
1293,"('frank', 'milliard')",85
1294,"('kolleg', 'caroni')",85
1295,"('kolleg', 'zanetti')",85
1296,"('heutig', 'gesetz')",85
1297,"('letzt', 'differenz')",85
1298,"('stellung', 'genomm')",84
1299,"('mehr', 'kost')",84
1300,"('diskussion', 'darub')",84
1301,"('gut', 'berat')",84
1302,"('bitt', 'dringend')",84
1303,"('bundesrat', 'gefolgt')",84
1304,"('kenn', 'ja')",84
1305,"('initiativ', 'wurd')",84
1306,"('anwend', 'komm')",84
1307,"('gleich', 'behandelt')",84
1308,"('entscheid', 'bundesrat')",84
1309,"('voraussetz', 'erfullt')",84
1310,"('uns', 'verfass')",84
1311,"('bundesrat', 'imm')",84
1312,"('prozent', 'gesamt')",84
1313,"('standerat', 'mind')",84
1314,"('dan', 'le')",84
1315,"('wiss', 'ganz')",84
1316,"('moglich', 'schaff')",84
1317,"('vorlag', 'zuzustimm')",84
1318,"('stell', 'muss')",84
1319,"('bundesrat', 'bundesrat')",84
1320,"('ja', 'erst')",84
1321,"('sicherheitspolit', 'bericht')",84
1322,"('gleichstell', 'frau')",84
1323,"('frag', 'schon')",84
1324,"('beauftragt', 'bundesrat')",84
1325,"('hand', 'biet')",84
1326,"('eigent', 'selbstverstand')",84
1327,"('bundesrat', 'berset')",84
1328,"('heut', 'fall')",84
1329,"('geschutzt', 'art')",84
1330,"('identity', 'provid')",84
1331,"('kommission', 'sozial')",83
1332,"('verfug', 'steht')",83
1333,"('neu', 'moglich')",83
1334,"('ja', 'mehr')",83
1335,"('bundesrat', 'selb')",83
1336,"('kolleg', 'mull')",83
1337,"('kommission', 'artikel')",83
1338,"('find', 'richtig')",83
1339,"('darauf', 'zuruckkomm')",83
1340,"('stark', 'mind')",83
1341,"('mehrheit', 'meinung')",83
1342,"('nachrichtendien', 'bund')",83
1343,"('sagt', 'bundesrat')",83
1344,"('lehnt', 'antrag')",83
1345,"('gemass', 'botschaft')",83
1346,"('gibt', 'bereit')",83
1347,"('bundesrat', 'zuzustimm')",83
1348,"('relativ', 'einfach')",83
1349,"('mehr', 'gibt')",83
1350,"('selb', 'entscheid')",83
1351,"('kanton', 'schwyz')",83
1352,"('deshalb', 'nam')",83
1353,"('entsprech', 'gesetz')",83
1354,"('wirtschaft', 'gesellschaft')",83
1355,"('eigent', 'mehr')",83
1356,"('dank', 'ausfuhr')",83
1357,"('frau', 'standeratin')",83
1358,"('ganz', 'land')",83
1359,"('mocht', 'festhalt')",83
1360,"('fremd', 'richt')",83
1361,"('sagt', 'sei')",83
1362,"('schweiz', 'ganz')",83
1363,"('gross', 'diskussion')",83
1364,"('schon', 'fast')",82
1365,"('verschied', 'kanton')",82
1366,"('grundlag', 'dafur')",82
1367,"('kraft', 'setz')",82
1368,"('antwort', 'geb')",82
1369,"('spat', 'zeitpunkt')",82
1370,"('war', 'wahrschein')",82
1371,"('nach', 'generation')",82
1372,"('schritt', 'richtung')",82
1373,"('wurd', 'standerat')",82
1374,"('bundesrat', 'geht')",82
1375,"('gesagt', 'hatt')",82
1376,"('polit', 'frag')",82
1377,"('national', 'eben')",82
1378,"('gibt', 'mind')",82
1379,"('nach', 'woch')",82
1380,"('mocht', 'zuerst')",82
1381,"('einfach', 'darauf')",82
1382,"('imm', 'frag')",82
1383,"('votum', 'kolleg')",82
1384,"('schweiz', 'firm')",82
1385,"('deutlich', 'mehrheit')",82
1386,"('war', 'mehr')",82
1387,"('vorlieg', 'initiativ')",82
1388,"('bereit', 'beim')",82
1389,"('meinung', 'kommission')",82
1390,"('sag', 'gibt')",82
1391,"('heut', 'entscheid')",82
1392,"('entscheid', 'treff')",82
1393,"('ja', 'selb')",82
1394,"('wichtig', 'instrument')",82
1395,"('geht', 'bundesrat')",82
1396,"('auslandschweizerinn', 'auslandschweiz')",82
1397,"('faktisch', 'lebensgemeinschaft')",82
1398,"('empfiehlt', 'kommission')",81
1399,"('auftrag', 'erteilt')",81
1400,"('vorlag', 'geht')",81
1401,"('einstimm', 'beschloss')",81
1402,"('gemeind', 'stadt')",81
1403,"('eben', 'gesagt')",81
1404,"('schweiz', 'stark')",81
1405,"('bundesrat', 'artikel')",81
1406,"('losung', 'mehrheit')",81
1407,"('geb', 'recht')",81
1408,"('ja', 'darum')",81
1409,"('entsprech', 'bericht')",81
1410,"('vollig', 'klar')",81
1411,"('eigent', 'bereit')",81
1412,"('durchaus', 'moglich')",81
1413,"('betroff', 'war')",81
1414,"('nam', 'fdpliberal')",81
1415,"('unterstutz', 'motion')",81
1416,"('diskutiert', 'word')",81
1417,"('beschloss', 'word')",81
1418,"('ganz', 'geschicht')",81
1419,"('aufgab', 'erfull')",81
1420,"('neu', 'syst')",81
1421,"('imm', 'stark')",81
1422,"('umso', 'wichtig')",81
1423,"('vollig', 'falsch')",81
1424,"('kommission', 'beid')",81
1425,"('frag', 'einfach')",81
1426,"('revision', 'raumplanungsgesetz')",81
1427,"('motion', 'standerat')",81
1428,"('frank', 'ab')",81
1429,"('minus', 'prozent')",81
1430,"('geht', 'motion')",80
1431,"('angenomm', 'bundesrat')",80
1432,"('streichung', 'artikel')",80
