freq,word
9.6,"(baut, logist)"
9.6,"(bundesamt, baut)"
9.6,"(zuzustimm, antrag)"
9.7,"(einzeln, burg)"
9.8,"(borsenkotiert, unternehm)"
10,"(aufgab, bund)"
10,"(stimm, mind)"
10.1,"(sozial, wohlfahrt)"
10.3,"(stell, bitt)"
10.3,"(beantragt, kommission)"
10.4,"(frag, aufgeworf)"
10.4,"(tur, tor)"
10.4,"(stark, mind)"
10.4,"(besteh, gebaud)"
10.5,"(abgab, gebuhr)"
10.5,"(meinung, frag)"
10.6,"(gefahr, besteht)"
10.7,"(behandl, geschaft)"
10.8,"(heutig, losung)"
10.9,"(schweiz, burg)"
10.9,"(minus, milliard)"
11,"(ander, vorzunehm)"
11,"(feld, gefuhrt)"
11.2,"(nam, kommissionsmehr)"
11.2,"(link, ratsseit)"
11.2,"(steu, abgab)"
11.3,"(klar, meinung)"
11.3,"(bundesamt, landwirtschaft)"
11.4,"(ausserordent, schwierig)"
11.4,"(wiederkehr, ausgab)"
11.5,"(gewiss, verstandnis)"
12.1,"(hofmann, han)"
12.1,"(doppelspur, vermeid)"
12.3,"(unbefried, situation)"
12.6,"(kredit, million)"
12.6,"(mehrheit, zuzustimm)"
12.6,"(zusatz, administrativ)"
12.8,"(bitt, vorlag)"
13.3,"(kost, senk)"
14.7,"(administrativ, aufwand)"
17,"(bitt, mehrheit)"
18.1,"(vorlag, einzutret)"
0.2,"(wichtig, bereich)"
0.2,"(auslanderinn, ausland)"
0.2,"(international, gericht)"
0.3,"(steuerpflicht, person)"
0.3,"(schweiz, arme)"
0.4,"(einfuhr, fallpauschal)"
0.5,"(wesent, punkt)"
0.5,"(fall, tinn)"
0.5,"(kommission, sozial)"
0.6,"(motion, unterstutz)"
0.6,"(stell, nam)"
0.6,"(wichtig, element)"
0.8,"(standard, rechnungsleg)"
0.8,"(gemeinnutz, organisation)"
0.8,"(grundsatz, frag)"
1,"(jahrlich, ausgleich)"
1,"(heutig, situation)"
1.1,"(diskussion, anlass)"
1.1,"(de, la)"
1.1,"(motion, motion)"
1.2,"(polit, frag)"
1.2,"(managed, car)"
1.3,"(elektron, vollmacht)"
1.3,"(muse, sammlung)"
1.3,"(beantrag, motion)"
1.4,"(beantrag, antrag)"
1.4,"(unterstutz, minderheitsantrag)"
1.5,"(land, schweiz)"
1.5,"(schweiz, schul)"
1.6,"(motion, zuzustimm)"
1.7,"(milliard, frank)"
1.8,"(national, solidaritat)"
1.9,"(werkplatz, schweiz)"
1.9,"(mitglied, kommission)"
1.9,"(technisch, handelshemmnis)"
1.9,"(bitt, frau)"
2,"(gesetz, regeln)"
2,"(les, seh)"
2.1,"(mind, schelbert)"
2.1,"(sag, schreib)"
2.2,"(direkt, bundessteu)"
2.3,"(antrag, gestellt)"
2.3,"(stimm, zugestimmt)"
2.5,"(deutsch, bundestag)"
2.5,"(wichtig, frag)"
2.5,"(million, million)"
2.5,"(glaub, wichtig)"
2.6,"(sinn, zweck)"
2.7,"(schwer, delikt)"
2.8,"(kurt, furgl)"
2.9,"(halt, einfach)"
2.9,"(motion, annehm)"
2.9,"(frank, pro)"
2.9,"(schweizerinn, schweiz)"
3,"(hoh, kost)"
3,"(hand, nehm)"
3,"(frank, sprech)"
3.1,"(zivil, baut)"
3.2,"(motion, fordert)"
3.2,"(stimm, beschloss)"
3.3,"(dringend, notig)"
3.3,"(schweiz, bereich)"
3.3,"(padagog, hochschul)"
3.4,"(kommission, folg)"
3.4,"(kraft, setz)"
3.4,"(bundesverfass, verankert)"
3.4,"(systemrelevant, funktion)"
3.5,"(roll, spiel)"
3.5,"(verfug, steh)"
3.6,"(motion, angenomm)"
3.6,"(motion, herrn)"
3.6,"(schaff, klarheit)"
3.6,"(kanton, kanton)"
3.6,"(bundesprasident, couchepin)"
3.7,"(letzt, bemerk)"
3.7,"(letzt, wort)"
3.7,"(grund, beantrag)"
3.8,"(massnahm, getroff)"
3.8,"(kommission, rat)"
3.8,"(zweckgebund, einnahm)"
3.8,"(grund, genomm)"
3.8,"(prioritat, setz)"
3.8,"(hand, biet)"
3.9,"(berat, kommission)"
3.9,"(ort, quartierub)"
3.9,"(folg, gegeb)"
3.9,"(rahmenkredit, million)"
4,"(status, quo)"
4,"(letzt, monat)"
4,"(frag, herrn)"
4,"(dringlich, ausgabenbeschluss)"
4.1,"(swiss, olympic)"
4.1,"(parallelimport, patentgeschutzt)"
4.1,"(fritz, schiess)"
4.1,"(grund, wesweg)"
4.1,"(ausserordent, session)"
4.2,"(hoh, betrag)"
4.2,"(rollend, landstrass)"
4.3,"(anlass, sitzung)"
4.3,"(humanitar, hilf)"
4.3,"(schweiz, fahrend)"
4.3,"(stiftung, zukunft)"
4.3,"(christoph, lanz)"
4.3,"(selbstverstand, ebenfall)"
4.3,"(ostschweizer, burgschaftsgenossenschaft)"
4.3,"(unterstutz, kulturell)"
4.3,"(flugzeug, kauf)"
4.3,"(einfach, sicherheitsdien)"
4.3,"(total, marktoffn)"
4.3,"(betreff, abkomm)"
4.3,"(kommend, finanzjahr)"
4.3,"(mont, tendr)"
4.3,"(oberst, martinoni)"
4.3,"(sonderfinanzier, flugzeug)"
4.3,"(erfolg, abgrenz)"
4.3,"(rechtssich, publizitatswirk)"
4.3,"(schweiz, luftfahrt)"
4.3,"(sicherheitspolit, instrument)"
4.3,"(unterhalt, besteh)"
4.3,"(holzhalt, dammstoff)"
4.3,"(elektron, signatur)"
4.4,"(frank, erhoht)"
4.4,"(rechtsetz, bestimm)"
4.4,"(umfang, million)"
4.5,"(gesetzgeber, kompetenz)"
4.5,"(vega, sojus)"
4.5,"(nam, kommission)"
4.5,"(frag, einfach)"
4.6,"(digital, fernseh)"
4.6,"(kombiniert, verkehr)"
4.6,"(ausland, begehungsort)"
4.6,"(nehm, kenntnis)"
4.6,"(wohn, alt)"
4.6,"(wirtschaft, entwickl)"
4.6,"(famili, kind)"
4.6,"(denk, beispielsweis)"
4.7,"(entlast, famili)"
4.7,"(antwort, frag)"
4.7,"(unvollstand, aufklar)"
4.7,"(kompetenz, kanton)"
4.7,"(radio, fernseh)"
4.8,"(illegal, waff)"
4.8,"(kommando, ubernehm)"
4.8,"(bundesamt, gesund)"
4.8,"(zimmerberg, ii)"
5,"(jahrlich, million)"
5,"(pflicht, genomm)"
5,"(christoph, bloch)"
5,"(klinisch, forschung)"
5,"(zusammenarbeit, kanton)"
5,"(grundsatz, hinsicht)"
5.1,"(sand, aug)"
5.1,"(prozent, million)"
5.1,"(eigent, klar)"
5.1,"(aktuell, situation)"
5.2,"(mangel, bereich)"
5.2,"(griff, bekomm)"
