,Speaker Party,Speaker,"('ablehn', 'motion')","('absatz', 'buchstab')","('administrativ', 'aufwand')","('all', 'grund')","('annahm', 'motion')","('antrag', 'kommission')","('antrag', 'mehrheit')","('antrag', 'mind')","('antwort', 'bundesrat')","('arbeitnehmerinn', 'arbeitnehm')","('art', 'weis')","('artikel', 'absatz')","('ausricht', 'antrag')","('beantrag', 'nam')","('bereit', 'erwahnt')","('bericht', 'kommission')","('big', 'to')","('bitt', 'deshalb')","('bitt', 'mehrheit')","('bitt', 'nam')","('bund', 'kanton')","('bundesrat', 'beantragt')","('bundesrat', 'folg')","('bundesrat', 'leuenberg')","('bundesratin', 'widmerschlumpf')","('burg', 'partei')","('burgerinn', 'burg')","('dam', 'herr')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darum', 'bitt')","('deshalb', 'bitt')","('direkt', 'bundessteu')","('direkt', 'demokrati')","('direkt', 'gegenvorschlag')","('drei', 'jahr')","('eidgenoss', 'steuerverwalt')","('einfach', 'sag')","('erneuerbar', 'energi')","('erst', 'lini')","('europa', 'union')","('fdpliberal', 'fraktion')","('flankier', 'massnahm')","('folg', 'geb')","('frag', 'stell')","('fraktion', 'cvpevpglpfraktion')","('frank', 'pro')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'meierschatz')","('ganz', 'klar')","('geh', 'davon')","('geht', 'darum')","('geltend', 'recht')","('gemass', 'artikel')","('herr', 'bundesprasident')","('herr', 'bundesrat')","('herr', 'kolleg')","('herr', 'spuhl')","('hoh', 'vergut')","('indirekt', 'gegenvorschlag')","('initiativ', 'folg')","('interess', 'daran')","('ja', 'nein')","('ja', 'schon')","('jurist', 'person')","('kalt', 'progression')","('kanton', 'gemeind')","('kenntnis', 'genomm')","('kenntnis', 'nehm')","('klar', 'meinung')","('kommission', 'beantragt')","('kommission', 'rechtsfrag')","('kommission', 'stimm')","('konsumentinn', 'konsument')","('lasst', 'ausricht')","('letzt', 'jahr')","('letzt', 'mal')","('letzt', 'woch')","('leutenegg', 'oberholz')","('losung', 'find')","('macht', 'sinn')","('mehrheit', 'folg')","('mehrheit', 'kommission')","('mehrheit', 'svpfraktion')","('mieterinn', 'miet')","('milliard', 'frank')","('million', 'frank')","('mind', 'folg')","('mind', 'i')","('mind', 'ii')","('mocht', 'darauf')","('mocht', 'einfach')","('motion', 'abzulehn')","('motion', 'anzunehm')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('nationalrat', 'folg')","('neu', 'unternehmenssteu')","('offent', 'hand')","('offent', 'verkehr')","('parlamentar', 'initiativ')","('patientinn', 'patient')","('polit', 'entscheid')","('pro', 'helvetia')","('pro', 'jahr')","('richterinn', 'richt')","('rund', 'milliard')","('sag', 'ja')","('sbb', 'cargo')","('schriftlich', 'bericht')","('seit', 'fahn')","('sicherheitspolit', 'bericht')","('sicht', 'bundesrat')","('sicht', 'spfraktion')","('sozialdemokratinn', 'sozialdemokrat')","('spfraktion', 'antrag')","('spfraktion', 'beantrag')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'eintret')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('st', 'gall')","('staatspolit', 'kommission')","('stell', 'fest')","('stimm', 'enthalt')","('svpfraktion', 'beantrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'bittet')","('svpfraktion', 'eintret')","('svpfraktion', 'mehrheit')","('svpfraktion', 'mind')","('svpfraktion', 'unterstutzt')","('to', 'fail')","('too', 'big')","('uns', 'kommission')","('uns', 'meinung')","('unterstutzt', 'antrag')","('unterstutzt', 'spfraktion')","('vorlag', 'einzutret')","('z', 'b')","('zehn', 'jahr')","('zwei', 'drei')"
64,Sozialdemokratische Partei der Schweiz (SP),Anita Fetz,0,1,10,2,2,4,10,23,26,0,7,19,0,0,0,0,15,10,2,0,7,3,2,5,4,2,3,0,4,4,8,6,14,3,3,1,19,2,11,4,1,0,0,6,10,3,0,17,0,27,0,4,0,4,27,37,1,4,16,32,10,0,0,1,6,5,2,12,0,2,11,10,8,0,3,2,0,5,0,35,5,9,0,15,4,0,7,0,0,146,141,2,9,7,2,34,5,11,0,0,5,0,5,2,13,1,7,13,32,0,5,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,13,15,3,1,0,0,3,10,24,31
65,Sozialdemokratische Partei der Schweiz (SP),Anita Thanei,0,1,0,3,0,0,3,16,0,3,2,11,0,2,1,0,0,34,7,24,1,0,1,0,2,0,0,2,0,8,9,0,0,0,0,2,2,0,0,0,0,0,0,0,18,0,0,3,0,4,0,0,0,0,0,2,20,3,0,0,0,0,9,4,18,0,1,0,0,0,0,0,0,0,3,12,2,2,0,2,0,0,17,0,2,25,17,0,30,0,3,12,5,9,5,0,0,0,41,0,0,0,0,0,29,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,0,0,8,7,4,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,14,2,1
66,Sozialdemokratische Partei der Schweiz (SP),Bea Heim,1,3,1,0,3,8,5,41,0,1,0,23,0,4,0,0,0,3,2,8,5,6,2,0,3,0,12,0,0,1,0,6,4,7,1,2,5,3,0,27,7,0,1,2,12,3,0,11,1,15,0,0,0,5,0,4,4,6,2,3,0,0,0,4,13,1,4,3,1,1,5,1,3,0,10,2,6,0,0,11,1,2,0,2,1,1,10,0,0,29,60,1,11,2,0,1,2,5,12,0,0,0,4,7,48,12,1,0,6,0,9,16,2,1,0,0,0,2,1,2,3,4,1,5,3,4,0,5,0,6,1,0,52,3,27,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,14,3,3
67,Sozialdemokratische Partei der Schweiz (SP),Beat Jans,0,0,0,0,1,0,0,3,0,0,1,4,0,0,0,0,0,5,1,3,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Sozialdemokratische Partei der Schweiz (SP),Chantal Galladé,0,1,1,0,0,0,1,14,0,0,1,4,0,0,0,0,0,11,1,3,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,10,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,2,0,0,5,0,0,0,1,0,2,1,0,5,1,3,0,1,1,0,11,0,0,3,18,1,6,1,2,0,0,0,3,0,0,0,0,1,16,0,1,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,2
69,Sozialdemokratische Partei der Schweiz (SP),Christian Levrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,Sozialdemokratische Partei der Schweiz (SP),Christine Goll,0,0,0,1,0,0,4,11,1,4,2,5,0,1,0,0,0,7,0,1,0,0,1,0,0,4,5,2,1,0,1,0,6,0,0,0,2,0,0,0,2,0,0,2,3,3,0,18,0,1,0,0,0,6,3,2,6,1,5,12,0,0,0,0,2,0,1,0,0,0,0,2,3,0,0,2,0,1,0,14,1,1,0,0,1,1,7,0,0,16,14,0,3,2,2,0,1,0,4,0,0,0,7,0,17,13,0,0,13,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0
71,Sozialdemokratische Partei der Schweiz (SP),Claude Janiak,1,44,0,0,2,13,9,15,12,1,4,203,0,3,18,5,0,17,2,2,6,6,7,0,21,0,1,0,8,36,5,0,3,3,0,1,13,5,5,1,9,0,0,2,10,6,0,1,0,30,5,2,0,6,13,31,35,26,0,9,36,0,0,12,8,4,3,5,8,1,2,10,4,1,24,90,19,8,0,22,9,3,0,2,5,8,22,0,0,3,10,4,3,0,2,10,4,2,0,0,19,0,4,2,33,0,2,0,7,31,0,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,15,12,9
72,Sozialdemokratische Partei der Schweiz (SP),Corrado Pardini,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,Sozialdemokratische Partei der Schweiz (SP),Daniel Jositsch,0,2,0,0,0,0,4,15,0,2,6,3,0,4,0,0,0,0,0,3,0,0,0,0,3,2,3,4,2,4,1,0,4,0,0,11,3,0,1,0,7,0,0,0,3,9,0,0,0,6,0,0,0,1,0,22,12,2,0,3,2,0,0,8,3,0,1,0,0,0,0,0,0,0,0,17,0,9,0,1,1,0,4,2,6,1,17,0,0,0,3,0,2,3,0,0,0,3,6,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,3,1,1,7,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,1
74,Sozialdemokratische Partei der Schweiz (SP),Doris Stump,0,0,0,0,2,1,4,3,1,0,0,7,0,3,0,0,0,6,1,1,1,1,0,3,0,0,0,0,1,2,4,0,4,0,1,0,1,0,1,4,2,0,0,2,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6,2,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,4,2,9,0,8,2,13,1,1,1,3,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,5,10,1
75,Sozialdemokratische Partei der Schweiz (SP),Edith Graf-Litscher,1,0,0,0,2,1,0,3,1,0,0,7,0,0,1,0,0,5,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,4,0,2,2,6,1,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,5,9,0,2,1,0,0,0,2,6,0,0,0,0,6,12,3,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1
76,Sozialdemokratische Partei der Schweiz (SP),Eric Nussbaumer,0,0,0,0,2,1,2,14,0,0,0,10,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,20,0,1,0,0,1,2,0,2,0,1,0,0,0,0,1,7,1,2,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,4,0,1,0,0,3,0,0,0,1,1,13,8,0,0,6,9,6,5,12,1,1,0,1,8,0,0,0,1,0,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,3,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,3,1
77,Sozialdemokratische Partei der Schweiz (SP),Ernst Leuenberger,0,5,0,1,2,2,1,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,3,1,0,3,0,8,6,1,2,2,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,3,1,2,0,5,1,2,3,1,2,10,3,0,0,7,1,0,3,1,0,0,0,3,3,0,1,0,0,1,0,6,0,0,0,0,1,0,4,0,1,7,14,0,0,0,0,2,1,1,0,0,1,0,10,6,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,1
78,Sozialdemokratische Partei der Schweiz (SP),Evi Allemann,0,0,0,0,4,1,6,16,1,0,1,5,0,0,0,0,0,2,5,12,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,2,3,0,0,0,0,1,0,0,0,2,3,4,0,2,0,2,0,0,0,0,2,2,0,2,0,0,2,0,0,0,2,0,0,1,0,13,3,3,1,2,0,8,2,0,0,5,27,3,10,9,0,0,1,6,22,0,0,0,4,24,8,0,0,0,3,0,2,1,0,0,0,9,0,3,1,1,3,6,2,1,1,3,1,2,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,6,1,0
79,Sozialdemokratische Partei der Schweiz (SP),Fabio Pedrina,0,0,0,0,1,0,2,6,0,0,0,2,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,1,4,1,0,0,5,15,3,4,5,0,1,0,3,12,0,0,0,3,0,0,0,1,0,4,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
80,Sozialdemokratische Partei der Schweiz (SP),Hans Stöckli,0,3,0,0,0,1,1,1,1,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,2,0,1,0,4,0,0,3,0,3,0,0,0,1,0,2,0,3,1,4,0,0,0,9,5,0,0,0,0,0,0,0,0,3,1,5,0,0,0,1,0,1,1,1,0,0,2,0,1,0,1,0,3,3,0,0,0,0,2,0,0,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
81,Sozialdemokratische Partei der Schweiz (SP),Hans Widmer,0,1,0,0,1,1,7,17,3,0,2,10,0,0,1,0,0,1,5,4,0,1,1,0,0,1,0,4,0,5,5,0,1,0,0,0,2,0,2,0,1,0,0,0,8,0,0,0,0,8,0,0,0,10,1,3,2,0,0,14,8,1,0,0,7,0,1,1,0,0,1,2,2,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,1,18,0,12,13,3,1,0,6,13,0,0,0,0,3,14,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,4,0,1,0,0,1,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,2
82,Sozialdemokratische Partei der Schweiz (SP),Hans-Jürg Fehr,1,0,0,0,1,1,8,37,1,2,10,9,0,0,0,0,4,4,3,2,5,1,3,0,0,1,1,15,2,5,1,10,2,1,5,0,19,1,3,2,6,65,3,16,12,9,0,12,5,14,0,2,2,18,2,10,6,1,2,13,2,2,0,0,5,0,1,8,2,11,1,1,0,0,2,0,1,2,0,10,3,2,16,2,2,7,7,0,0,24,61,2,11,11,0,3,6,3,0,0,0,0,1,0,24,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4,0,4,5,0,0,0,0,0,0,0,0,4,4,5,6,0,0,2,23,5,0
83,Sozialdemokratische Partei der Schweiz (SP),Hildegard Fässler-Osterwalder,3,7,3,0,0,2,8,39,10,2,10,22,0,1,1,0,12,8,5,1,5,3,3,1,6,1,7,2,1,3,3,2,12,7,0,0,10,3,2,4,4,0,1,0,8,0,0,18,1,24,0,1,2,19,8,37,0,6,14,17,9,5,0,4,7,1,3,8,1,8,5,4,2,0,1,2,1,23,0,6,5,2,16,1,7,9,7,0,4,22,71,0,14,10,1,0,2,2,4,0,0,0,3,2,34,0,0,0,17,0,2,6,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,1,4,0,16,0,1,14,0,0,0,0,0,0,0,1,12,13,4,0,3,1,7,33,11,3
84,Sozialdemokratische Partei der Schweiz (SP),Jacqueline Fehr,0,2,0,1,3,0,12,35,0,2,0,9,0,1,4,0,0,27,3,4,1,1,3,1,0,1,2,0,0,1,2,0,0,0,0,1,11,0,0,0,3,0,1,0,13,6,0,2,0,0,0,0,0,4,1,11,2,1,0,2,0,2,0,0,11,1,0,1,0,0,1,2,2,3,4,0,7,0,0,13,3,4,0,3,0,6,16,1,0,35,39,4,12,12,1,1,2,1,8,1,2,0,2,9,31,37,2,0,7,0,4,5,2,0,0,0,0,1,3,3,1,1,1,4,1,2,0,1,0,13,2,7,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,4,2,0
85,Sozialdemokratische Partei der Schweiz (SP),Jean-François Steiert,0,0,0,0,1,0,1,5,0,0,0,1,0,0,2,0,0,1,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,1,1,0,0,0,1,0,0,0,2,0,3,0,2,0,1,2,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,2,0,0,4,0,0,0,0,0,1,10,0,0,0,6,3,6,3,0,0,0,0,2,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
86,Sozialdemokratische Partei der Schweiz (SP),Margret Kiener Nellen,0,1,1,1,0,1,8,52,2,8,2,9,0,2,1,0,0,0,3,9,10,1,3,0,1,1,6,0,0,2,3,0,0,4,0,0,3,11,1,4,1,0,0,5,5,3,0,12,1,29,0,3,0,7,1,14,0,5,23,13,39,0,0,1,2,3,0,2,1,0,9,1,1,0,1,1,1,2,0,22,0,6,5,0,0,3,1,0,1,63,95,0,25,12,3,1,0,1,29,0,0,0,2,3,15,0,0,0,20,0,5,1,0,0,2,0,2,4,0,4,5,9,11,0,2,4,0,4,1,12,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,13,6,0
87,Sozialdemokratische Partei der Schweiz (SP),Maria Bernasconi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Sozialdemokratische Partei der Schweiz (SP),Marina Carobbio Guscetti,0,0,0,0,0,2,4,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,3,0,1,0,0,0,1,2,0,1,5,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,10,0,6,0,0,0,1,6,0,0,8,53,0,6,2,0,0,0,0,7,0,0,0,1,2,2,7,1,0,0,0,0,0,3,0,0,2,0,0,0,0,2,5,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0
89,Sozialdemokratische Partei der Schweiz (SP),Mario Fehr,0,2,0,0,0,2,2,6,0,0,4,3,0,2,0,0,0,0,3,3,0,2,0,0,0,0,1,1,1,23,1,1,3,0,1,0,3,0,0,0,0,50,0,7,0,0,0,0,4,7,0,0,0,2,5,11,1,0,1,7,2,0,0,0,0,3,0,2,0,0,2,12,6,0,1,0,4,2,0,5,2,1,0,1,0,2,6,1,0,3,15,0,0,0,0,1,0,0,3,1,1,0,1,0,4,0,2,0,0,0,1,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,2,0,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3
90,Sozialdemokratische Partei der Schweiz (SP),Max Chopard-Acklin,0,0,0,1,1,0,0,6,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,2,0,4,0,0,0,1,0,2,1,1,0,7,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,25,33,0,1,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,4,0,2,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
91,Sozialdemokratische Partei der Schweiz (SP),Micheline Calmy-Rey,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Sozialdemokratische Partei der Schweiz (SP),Moritz Leuenberger,20,1,2,1,22,3,23,35,1,0,27,12,0,0,1,0,0,0,2,0,11,11,6,0,0,0,3,0,9,15,23,0,2,0,8,4,9,2,18,60,26,38,0,13,0,4,0,10,0,0,6,0,0,11,6,20,8,2,0,0,1,0,0,10,1,10,18,26,0,0,11,9,5,1,1,2,0,4,0,17,7,12,0,11,3,4,20,0,0,53,85,4,10,12,8,9,17,2,0,0,0,0,13,29,26,0,10,0,15,0,2,18,63,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,35,11,6
93,Sozialdemokratische Partei der Schweiz (SP),Pascale Bruderer Wyss,3,1,0,0,13,6,153,99,0,0,4,24,28,0,5,32,0,0,1,4,3,8,0,2,1,0,3,1,13,1,5,0,0,0,0,1,2,0,0,0,0,1,106,0,15,10,25,1,0,12,0,0,1,9,0,3,3,4,2,13,0,1,0,0,12,0,1,1,0,0,1,3,5,0,43,2,3,0,32,3,1,2,3,0,2,1,11,4,0,1,5,0,14,9,4,1,4,5,9,0,0,0,0,1,25,2,1,3,2,3,0,0,0,34,0,0,0,3,0,3,0,1,0,2,0,0,1,1,0,8,1,3,4,6,9,0,0,0,0,0,1,0,12,0,0,12,1,101,1,4,5,1,1
94,Sozialdemokratische Partei der Schweiz (SP),Paul Rechsteiner,0,0,0,0,0,3,3,14,0,28,5,4,0,1,0,1,2,11,0,1,0,0,0,0,0,7,0,5,0,1,0,0,6,1,0,0,0,0,0,0,4,0,0,8,3,1,0,7,1,8,0,0,2,0,1,6,2,1,1,6,0,5,0,0,2,6,0,2,0,3,3,3,1,0,1,0,0,0,0,4,1,2,6,0,0,0,2,0,1,25,13,2,3,5,0,0,0,0,7,0,0,0,10,4,9,0,2,0,8,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,6,0
95,Sozialdemokratische Partei der Schweiz (SP),Prisca Birrer-Heimo,2,0,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,4,0,2,0,1,1,0,3,0,0,0,2,8,4,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
96,Sozialdemokratische Partei der Schweiz (SP),Roberto Zanetti,0,1,1,2,0,1,0,2,3,0,1,0,0,0,1,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,5,0,0,0,2,5,8,0,0,0,4,0,0,7,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,6,10,2,1,3,0,0,0,1,0,0,0,0,1,1,5,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,4,1,1,3
97,Sozialdemokratische Partei der Schweiz (SP),Roger Nordmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Sozialdemokratische Partei der Schweiz (SP),Rudolf Rechsteiner,0,2,0,0,1,0,1,9,0,0,2,4,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,1,0,3,0,5,0,0,0,1,0,2,36,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,1,0,3,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,5,0,6,0,2,0,0,0,1,3,0,1,25,3,0,2,1,3,3,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2
