,Speaker,Speaker Party,"('abgangsentschad', 'vergut')","('abgekurzt', 'verfahr')","('aeschi', 'thomas')","('aggressiv', 'werbung')","('angehor', 'arme')","('anlegerinn', 'anleg')","('antrag', 'kommissionsmehr')","('arbeitnehmerinn', 'arbeitnehm')","('aufgenomm', 'person')","('auftrag', 'erfull')","('automat', 'informationsaustausch')","('beruf', 'vorsorg')","('beschluss', 'standerat')","('beschuldigt', 'person')","('best', 'dank')","('bitt', 'deshalb')","('bitt', 'dringend')","('bittet', 'spfraktion')","('bundesamt', 'gesund')","('bundesrat', 'folg')","('bundesrat', 'meinung')","('bundesrat', 'schneiderammann')","('bundesrat', 'teilt')","('bundesrat', 'unterstutz')","('dam', 'herr')","('dank', 'unterstutz')","('darauf', 'aufmerksam')","('darauf', 'hingewies')","('darauf', 'hinweis')","('darf', 'sag')","('darum', 'bitt')","('davon', 'ausgeh')","('de', 'la')","('dementsprech', 'sich')","('dementsprech', 'uberzeugt')","('deshalb', 'antrag')","('deshalb', 'bitt')","('deshalb', 'bundesrat')","('deshalb', 'mocht')","('deshalb', 'spfraktion')","('deshalb', 'svpfraktion')","('dien', 'upf')","('direkt', 'demokrati')","('ehrlich', 'gesagt')","('ehrlich', 'sag')","('eidgenoss', 'steuerverwalt')","('einburgerungsgesuch', 'stell')","('einfach', 'sag')","('elektron', 'rechtsverkehr')","('elt', 'sorg')","('ernst', 'nehm')","('erwahnt', 'word')","('europa', 'staat')","('europa', 'union')","('existenzsichernd', 'lohn')","('extern', 'kinderbetreu')","('flankier', 'massnahm')","('frag', 'herr')","('frau', 'bundesprasidentin')","('frau', 'bundesratin')","('frau', 'fetz')","('frau', 'kollegin')","('frau', 'nationalratin')","('frau', 'standeratin')","('fursorger', 'zwangsmassnahm')","('ganz', 'konkret')","('ganz', 'wichtig')","('geh', 'davon')","('geht', 'frag')","('geltend', 'gemacht')","('gemeinsam', 'elt')","('gesagt', 'word')","('geschadigt', 'person')","('geschatzt', 'kolleg')","('gewerkschaft', 'verkehrspersonal')","('gibt', 'ja')","('gleichstell', 'geschlecht')","('grund', 'weshalb')","('herr', 'baad')","('herr', 'bundesrat')","('herr', 'nationalrat')","('herr', 'standerat')","('herr', 'visch')","('herrn', 'standerat')","('heut', 'morg')","('informationsberechtigt', 'person')","('initiantinn', 'initiant')","('ja', 'imm')","('jugend', 'sport')","('kanton', 'schwyz')","('kantonal', 'waffenregist')","('kerngehalt', 'grundrecht')","('kommission', 'mocht')","('kommission', 'rechtsfrag')","('kommissionssprecherin', 'gesagt')","('konsumentinn', 'konsument')","('kurzfrist', 'freiheitsstraf')","('lehnt', 'spfraktion')","('lehnt', 'svpfraktion')","('leutenegg', 'oberholz')","('losung', 'find')","('mark', 'schweiz')","('mechanisiert', 'brigad')","('mehr', 'angerechnet')","('mehr', 'geld')","('mehrheit', 'spfraktion')","('mehrheit', 'staatspolit')","('mehrheit', 'svpfraktion')","('mocht', 'bitt')","('mocht', 'deshalb')","('mocht', 'einfach')","('mocht', 'kurz')","('motion', 'abzulehn')","('nam', 'bundesrat')","('nam', 'spfraktion')","('nam', 'svpfraktion')","('offent', 'krankenkass')","('opf', 'angehor')","('patientinn', 'patient')","('pflegend', 'angehor')","('richt', 'behord')","('sag', 'gern')","('sag', 'ja')","('schon', 'gesagt')","('schon', 'lang')","('sech', 'monat')","('seit', 'fahn')","('servic', 'public')","('sicht', 'bundesrat')","('sicht', 'sp')","('sicht', 'spfraktion')","('sinn', 'bitt')","('sp', 'begrusst')","('sp', 'klar')","('sp', 'schon')","('sp', 'setzt')","('sp', 'steht')","('sp', 'unterstutzt')","('spfraktion', 'antrag')","('spfraktion', 'beantragt')","('spfraktion', 'begrusst')","('spfraktion', 'bitt')","('spfraktion', 'bittet')","('spfraktion', 'deshalb')","('spfraktion', 'eintret')","('spfraktion', 'empfiehlt')","('spfraktion', 'ersuch')","('spfraktion', 'klar')","('spfraktion', 'lehnt')","('spfraktion', 'mehrheit')","('spfraktion', 'meinung')","('spfraktion', 'mind')","('spfraktion', 'minderheitsantrag')","('spfraktion', 'stimmt')","('spfraktion', 'unterstutzt')","('spfraktion', 'vorlag')","('staatspolit', 'kommission')","('steuerzahlerinn', 'steuerzahl')","('stimm', 'enthalt')","('straf', 'massnahmenvollzug')","('svpfraktion', 'antrag')","('svpfraktion', 'beantragt')","('svpfraktion', 'bitt')","('svpfraktion', 'lehnt')","('svpfraktion', 'mehrheit')","('svpfraktion', 'meinung')","('svpfraktion', 'mind')","('svpfraktion', 'minderheitsantrag')","('svpfraktion', 'unterstutzt')","('svpfraktion', 'vorlag')","('traditionell', 'osthilf')","('uberhaupt', 'einburgerungsgesuch')","('unabhang', 'kontrollinstanz')","('uns', 'sicht')","('unternehmenssteuerreform', 'ii')","('unterstutzt', 'sp')","('unterstutzt', 'spfraktion')","('unterstutzt', 'svpfraktion')","('verdeckt', 'ermittl')","('vergut', 'voraus')","('verordn', 'bundesversamml')","('verurteilt', 'person')","('viel', 'mensch')","('volkerrecht', 'vertrag')","('vorberat', 'kommission')","('vorlauf', 'anwend')","('vorlauf', 'aufgenomm')","('vorlauf', 'aufnahm')","('weiterentwickl', 'arme')","('wohl', 'kind')","('zeit', 'vorlauf')","('zivil', 'behord')","('zivil', 'polizei')","('zwingend', 'lebenslang')","('zwolf', 'jahr')"
62,Barbara Gysi,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0410958904109589,0.00684931506849315,0.0136986301369863,0.0,0.0136986301369863,0.0136986301369863,0.0,0.00684931506849315,0.0,0.0,0.0136986301369863,0.0410958904109589,0.0,0.0136986301369863,0.02054794520547945,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958904109589041,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.02054794520547945,0.0,0.0,0.0273972602739726,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0136986301369863,0.00684931506849315,0.0,0.0,0.0,0.0136986301369863,0.0,0.0273972602739726,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.00684931506849315,0.0,0.04794520547945205,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.02054794520547945,0.02054794520547945,0.0,0.0,0.0136986301369863,0.0,0.00684931506849315,0.0,0.0,0.0,0.03424657534246575,0.0,0.0684931506849315,0.0,0.02054794520547945,0.0,0.0,0.0,0.00684931506849315,0.02054794520547945,0.00684931506849315,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.0136986301369863,0.0,0.0,0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.02054794520547945,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.04794520547945205,0.0,0.0,0.0136986301369863,0.0,0.0,0.00684931506849315
63,Bea Heim,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.008968609865470852,0.0,0.0,0.0,0.008968609865470852,0.004484304932735426,0.002242152466367713,0.0,0.002242152466367713,0.002242152466367713,0.03587443946188341,0.0,0.0,0.02242152466367713,0.002242152466367713,0.0,0.011210762331838564,0.011210762331838564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006726457399103139,0.0,0.020179372197309416,0.0,0.0,0.0,0.0,0.013452914798206279,0.008968609865470852,0.002242152466367713,0.0,0.0,0.0,0.0,0.006726457399103139,0.0,0.0,0.002242152466367713,0.0,0.006726457399103139,0.0,0.0,0.008968609865470852,0.0,0.004484304932735426,0.002242152466367713,0.0,0.0,0.004484304932735426,0.0,0.004484304932735426,0.013452914798206279,0.0,0.002242152466367713,0.0,0.0,0.0,0.013452914798206279,0.006726457399103139,0.002242152466367713,0.011210762331838564,0.0,0.0,0.004484304932735426,0.002242152466367713,0.0,0.0,0.0,0.0,0.008968609865470852,0.0,0.006726457399103139,0.006726457399103139,0.002242152466367713,0.002242152466367713,0.002242152466367713,0.004484304932735426,0.0,0.017937219730941704,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.03139013452914798,0.0,0.011210762331838564,0.0,0.006726457399103139,0.002242152466367713,0.0,0.0,0.0,0.002242152466367713,0.0,0.017937219730941704,0.0,0.0,0.004484304932735426,0.002242152466367713,0.002242152466367713,0.0,0.0,0.026905829596412557,0.0,0.013452914798206279,0.0,0.09417040358744394,0.0,0.0,0.0,0.020179372197309416,0.006726457399103139,0.013452914798206279,0.006726457399103139,0.0,0.017937219730941704,0.0,0.008968609865470852,0.008968609865470852,0.01569506726457399,0.002242152466367713,0.0,0.002242152466367713,0.0,0.002242152466367713,0.0,0.02242152466367713,0.011210762331838564,0.006726457399103139,0.004484304932735426,0.002242152466367713,0.0,0.006726457399103139,0.013452914798206279,0.0,0.0,0.02914798206278027,0.0,0.008968609865470852,0.004484304932735426,0.002242152466367713,0.002242152466367713,0.008968609865470852,0.002242152466367713,0.12556053811659193,0.0,0.042600896860986545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011210762331838564,0.004484304932735426,0.002242152466367713,0.006726457399103139,0.0,0.0,0.0,0.0,0.0,0.0,0.01569506726457399,0.0,0.02466367713004484,0.002242152466367713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002242152466367713
64,Beat Jans,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.004975124378109453,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.004975124378109453,0.0,0.024875621890547265,0.0,0.004975124378109453,0.04975124378109453,0.0,0.004975124378109453,0.0,0.009950248756218905,0.0,0.004975124378109453,0.0,0.0,0.029850746268656716,0.0,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.009950248756218905,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.024875621890547265,0.004975124378109453,0.05472636815920398,0.004975124378109453,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.009950248756218905,0.009950248756218905,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.014925373134328358,0.004975124378109453,0.0,0.0,0.0,0.0,0.004975124378109453,0.009950248756218905,0.009950248756218905,0.0,0.03482587064676617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01990049751243781,0.014925373134328358,0.03482587064676617,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.10945273631840796,0.0,0.009950248756218905,0.0,0.0,0.0,0.009950248756218905,0.0,0.004975124378109453,0.0,0.0,0.0,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.009950248756218905,0.0,0.009950248756218905,0.004975124378109453,0.0,0.0,0.0845771144278607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940298507462686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453
65,Chantal Galladé,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.125,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Christian Levrat,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Claude Janiak,Sozialdemokratische Partei der Schweiz (SP),0.010067114093959731,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.0,0.020134228187919462,0.0,0.006711409395973154,0.0,0.053691275167785234,0.006711409395973154,0.0,0.0,0.010067114093959731,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.06375838926174497,0.020134228187919462,0.006711409395973154,0.0,0.026845637583892617,0.0,0.0,0.0,0.010067114093959731,0.003355704697986577,0.013422818791946308,0.0,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.0,0.006711409395973154,0.010067114093959731,0.0,0.053691275167785234,0.010067114093959731,0.020134228187919462,0.0,0.013422818791946308,0.0,0.0,0.0,0.003355704697986577,0.003355704697986577,0.09731543624161074,0.003355704697986577,0.006711409395973154,0.0,0.003355704697986577,0.0,0.003355704697986577,0.003355704697986577,0.006711409395973154,0.006711409395973154,0.006711409395973154,0.030201342281879196,0.016778523489932886,0.003355704697986577,0.0,0.0,0.020134228187919462,0.0,0.020134228187919462,0.0,0.016778523489932886,0.0,0.0,0.0,0.003355704697986577,0.006711409395973154,0.0,0.0,0.010067114093959731,0.0,0.0,0.0,0.0,0.003355704697986577,0.15100671140939598,0.0,0.020134228187919462,0.0,0.0,0.0,0.0,0.016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010067114093959731,0.003355704697986577,0.030201342281879196,0.003355704697986577,0.016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.006711409395973154,0.006711409395973154,0.006711409395973154,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.016778523489932886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.006711409395973154,0.0,0.0,0.0,0.0,0.003355704697986577,0.010067114093959731,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.003355704697986577,0.006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.003355704697986577
68,Claudia Friedl,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.046153846153846156,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.015384615384615385,0.03076923076923077,0.0,0.0,0.15384615384615385,0.0,0.015384615384615385,0.015384615384615385,0.0,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.015384615384615385,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Corrado Pardini,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.04242424242424243,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.024242424242424242,0.006060606060606061,0.0,0.03636363636363636,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.006060606060606061,0.0,0.006060606060606061,0.0,0.0,0.09696969696969697,0.006060606060606061,0.006060606060606061,0.01818181818181818,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.006060606060606061,0.012121212121212121,0.0,0.0,0.0,0.012121212121212121,0.0,0.048484848484848485,0.0,0.006060606060606061,0.0,0.006060606060606061,0.0,0.048484848484848485,0.012121212121212121,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.07272727272727272,0.012121212121212121,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.012121212121212121,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.04242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.006060606060606061,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.012121212121212121,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Cédric Wermuth,Sozialdemokratische Partei der Schweiz (SP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.030612244897959183,0.0,0.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.02040816326530612,0.0,0.05102040816326531,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,0.0,0.02040816326530612,0.01020408163265306,0.0,0.0,0.0,0.0,0.16326530612244897,0.0,0.0,0.0,0.01020408163265306,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.05102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.030612244897959183,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306
71,Daniel Jositsch,Sozialdemokratische Partei der Schweiz (SP),0.0033112582781456954,0.026490066225165563,0.0,0.0,0.009933774834437087,0.0,0.006622516556291391,0.0033112582781456954,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0033112582781456954,0.0033112582781456954,0.0033112582781456954,0.0,0.0033112582781456954,0.0,0.0,0.006622516556291391,0.013245033112582781,0.006622516556291391,0.0033112582781456954,0.0,0.0033112582781456954,0.0,0.0,0.0,0.016556291390728478,0.006622516556291391,0.0,0.0033112582781456954,0.009933774834437087,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.0,0.006622516556291391,0.0,0.10927152317880795,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.013245033112582781,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.023178807947019868,0.0,0.08609271523178808,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.019867549668874173,0.0,0.013245033112582781,0.0,0.0033112582781456954,0.009933774834437087,0.009933774834437087,0.0,0.0,0.0,0.0033112582781456954,0.12251655629139073,0.0,0.006622516556291391,0.0728476821192053,0.0,0.0,0.0,0.006622516556291391,0.013245033112582781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.009933774834437087,0.0033112582781456954,0.0,0.0,0.029801324503311258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016556291390728478,0.0,0.006622516556291391,0.04966887417218543,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.009933774834437087,0.0,0.013245033112582781,0.0,0.0,0.006622516556291391,0.006622516556291391,0.0,0.0,0.03642384105960265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009933774834437087,0.0,0.0,0.0033112582781456954,0.0,0.04966887417218543,0.0033112582781456954,0.0,0.0,0.0033112582781456954,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.0,0.0,0.009933774834437087,0.0033112582781456954
